CODERIVOLI;LIBELLEVOIE;TYPEVOIE;LIBELLESEUL;CODEQUARTIER;LIBELLEQUARTIER;NOMQUARTIER;COTE;DEBUT;FIN;CODEPOSTAL
0120;COURS D'ALBRET;COURS;D'ALBRET;03;Quartier 3;Centre-ville;Pair;0002;0056;33000
0120;COURS D'ALBRET;COURS;D'ALBRET;03;Quartier 3;Centre-ville;Impair;0001;0047;33000
0120;COURS D'ALBRET;COURS;D'ALBRET;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0058;0108;33000
0120;COURS D'ALBRET;COURS;D'ALBRET;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0049;0135;33000
0125;RUE D'ALEMBERT;RUE;D'ALEMBERT;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33000
0125;RUE D'ALEMBERT;RUE;D'ALEMBERT;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33000
0127;RUE ALEXANDER FLEMING;RUE;ALEXANDER FLEMING;07;Quartier 7;Bastide;Impair;0001;9999;33100
0127;RUE ALEXANDER FLEMING;RUE;ALEXANDER FLEMING;07;Quartier 7;Bastide;Pair;0002;9998;33100
0128;ALLEE ALEXANDRE DUMAS;ALLÉE;ALEXANDRE DUMAS;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
0128;ALLEE ALEXANDRE DUMAS;ALLÉE;ALEXANDRE DUMAS;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
0135;RUE ALFRED DALANCOURT;RUE;ALFRED DALANCOURT;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0135;RUE ALFRED DALANCOURT;RUE;ALFRED DALANCOURT;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0140;RUE ALFRED DE MUSSET;RUE;ALFRED DE MUSSET;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0140;RUE ALFRED DE MUSSET;RUE;ALFRED DE MUSSET;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0145;RUE ALFRED DE VIGNY;RUE;ALFRED DE VIGNY;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0145;RUE ALFRED DE VIGNY;RUE;ALFRED DE VIGNY;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0155;BOULEVARD ALFRED DANEY;BOULEVARD;ALFRED DANEY;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
0155;BOULEVARD ALFRED DANEY;BOULEVARD;ALFRED DANEY;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
0158;RUE ALFRED DUPRAT;RUE;ALFRED DUPRAT;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0158;RUE ALFRED DUPRAT;RUE;ALFRED DUPRAT;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0160;AVENUE ALFRED GRIMAL;AVENUE;ALFRED GRIMAL;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0160;AVENUE ALFRED GRIMAL;AVENUE;ALFRED GRIMAL;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0165;IMPASSE ALFRED MOLINA;IMPASSE;ALFRED MOLINA;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
0165;IMPASSE ALFRED MOLINA;IMPASSE;ALFRED MOLINA;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
0170;RUE ALFRED POIRIER;RUE;ALFRED POIRIER;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0170;RUE ALFRED POIRIER;RUE;ALFRED POIRIER;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0175;RUE ALFRED SMITH;RUE;ALFRED SMITH;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
0175;RUE ALFRED SMITH;RUE;ALFRED SMITH;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
0178;BOULEVARD ALIENOR D'AQUITAINE;BOULEVARD;ALIÉNOR D'AQUITAINE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
0178;BOULEVARD ALIENOR D'AQUITAINE;BOULEVARD;ALIÉNOR D'AQUITAINE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
0180;RUE DES ALLAMANDIERS;RUE;DES ALLAMANDIERS;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
0180;RUE DES ALLAMANDIERS;RUE;DES ALLAMANDIERS;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
0185;RUE ALPHONSE DUPEUX;RUE;ALPHONSE DUPEUX;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
0185;RUE ALPHONSE DUPEUX;RUE;ALPHONSE DUPEUX;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
0190;RUE ALPHONSE DE LAMARTINE;RUE;ALPHONSE DE LAMARTINE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0190;RUE ALPHONSE DE LAMARTINE;RUE;ALPHONSE DE LAMARTINE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0196;AVENUE ALSACE ET LORRAINE;AVENUE;ALSACE ET LORRAINE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0196;AVENUE ALSACE ET LORRAINE;AVENUE;ALSACE ET LORRAINE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0200;COURS ALSACE ET LORRAINE;COURS;ALSACE ET LORRAINE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
0200;COURS ALSACE ET LORRAINE;COURS;ALSACE ET LORRAINE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
0205;RUE D'ALZON;RUE;D'ALZON;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
0205;RUE D'ALZON;RUE;D'ALZON;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
0210;RUE AMBROISE;RUE;AMBROISE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
0210;RUE AMBROISE;RUE;AMBROISE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
0218;IMPASSE AMEDEE JOUANDOT;IMPASSE;AMÉDÉE JOUANDOT;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
0218;IMPASSE AMEDEE JOUANDOT;IMPASSE;AMÉDÉE JOUANDOT;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
0220;PLACE AMEDEE LARRIEU;PLACE;AMÉDÉE LARRIEU;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
0220;PLACE AMEDEE LARRIEU;PLACE;AMÉDÉE LARRIEU;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
0225;RUE AMEDEE SAINT GERMAIN;RUE;AMÉDÉE SAINT GERMAIN;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
0225;RUE AMEDEE SAINT GERMAIN;RUE;AMÉDÉE SAINT GERMAIN;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
0230;RUE AMELIE;RUE;AMÉLIE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0230;RUE AMELIE;RUE;AMÉLIE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0235;PLACE AMELIE RABA LEON;PLACE;AMÉLIE RABA LÉON;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
0235;PLACE AMELIE RABA LEON;PLACE;AMÉLIE RABA LÉON;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
0240;RUE AMPERE;RUE;AMPÈRE;07;Quartier 7;Bastide;Impair;0001;9999;33100
0240;RUE AMPERE;RUE;AMPÈRE;07;Quartier 7;Bastide;Pair;0002;9998;33100
0245;RUE ANATOLE FRANCE;RUE;ANATOLE FRANCE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0245;RUE ANATOLE FRANCE;RUE;ANATOLE FRANCE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0250;COURS ANATOLE FRANCE;COURS;ANATOLE FRANCE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
0250;COURS ANATOLE FRANCE;COURS;ANATOLE FRANCE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
0251;RUE DES ANCIENS COMBATTANTS D'AFRIQUE;RUE;DES ANCIENS COMBATTANTS D'AFRIQUE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
0251;RUE DES ANCIENS COMBATTANTS D'AFRIQUE;RUE;DES ANCIENS COMBATTANTS D'AFRIQUE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
0255;RUE ANDRE;RUE;ANDRÉ;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0255;RUE ANDRE;RUE;ANDRÉ;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0256;RUE ANDRE BAC;RUE;ANDRÉ BAC;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
0256;RUE ANDRE BAC;RUE;ANDRÉ BAC;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
0257;RUE ANDRE BERRY;RUE;ANDRÉ BERRY;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
0257;RUE ANDRE BERRY;RUE;ANDRÉ BERRY;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
0258;RUE ANDRE CAVERNE;RUE;ANDRÉ CAVERNE;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
0258;RUE ANDRE CAVERNE;RUE;ANDRÉ CAVERNE;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
0259;RUE ANDRE DARBON;RUE;ANDRÉ DARBON;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
0259;RUE ANDRE DARBON;RUE;ANDRÉ DARBON;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
0260;RUE ANDRE DEGAIN;RUE;ANDRÉ DEGAIN;07;Quartier 7;Bastide;Impair;0001;9999;33100
0260;RUE ANDRE DEGAIN;RUE;ANDRÉ DEGAIN;07;Quartier 7;Bastide;Pair;0002;9998;33100
0265;PLACE ANDRE DONIS;PLACE;ANDRÉ DONIS;07;Quartier 7;Bastide;Impair;0001;9999;33100
0265;PLACE ANDRE DONIS;PLACE;ANDRÉ DONIS;07;Quartier 7;Bastide;Pair;0002;9998;33100
0270;RUE ANDRE DUMERCQ;RUE;ANDRÉ DUMERCQ;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33000
0270;RUE ANDRE DUMERCQ;RUE;ANDRÉ DUMERCQ;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33000
0275;RUE ANDRE HIBLE;RUE;ANDRÉ HIBLE;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
0275;RUE ANDRE HIBLE;RUE;ANDRÉ HIBLE;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
0285;RUE ANDRE LAMANDE;RUE;ANDRÉ LAMANDÉ;07;Quartier 7;Bastide;Pair;0002;9998;33100
0285;RUE ANDRE LAMANDE;RUE;ANDRÉ LAMANDÉ;07;Quartier 7;Bastide;Impair;0001;9999;33100
0287;SQUARE ANDRE LHOTE;SQUARE;ANDRÉ LHÔTE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
0287;SQUARE ANDRE LHOTE;SQUARE;ANDRÉ LHÔTE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
0290;RUE ANDRE MAGINOT;RUE;ANDRÉ MAGINOT;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0290;RUE ANDRE MAGINOT;RUE;ANDRÉ MAGINOT;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0295;PLACE ANDRE MEUNIER DIT MUREINE;PLACE;ANDRÉ MEUNIER DIT MUREINE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
0295;PLACE ANDRE MEUNIER DIT MUREINE;PLACE;ANDRÉ MEUNIER DIT MUREINE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
0299;RUE ANDREE TAMISE;RUE;ANDRÉE TAMISÉ;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0299;RUE ANDREE TAMISE;RUE;ANDRÉE TAMISÉ;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0300;PLACE ANDRE RECAPET;PLACE;ANDRÉ RÉCAPET;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
0300;PLACE ANDRE RECAPET;PLACE;ANDRÉ RÉCAPET;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
0301;ROND POINT ANDRE ROUTIS;ROND POINT;ANDRÉ ROUTIS;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
0301;ROND POINT ANDRE ROUTIS;ROND POINT;ANDRÉ ROUTIS;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
0302;BOULEVARD ANDRE RICARD;BOULEVARD;ANDRÉ RICARD;07;Quartier 7;Bastide;Pair;0002;9998;33100
0302;BOULEVARD ANDRE RICARD;BOULEVARD;ANDRÉ RICARD;07;Quartier 7;Bastide;Impair;0001;9999;33100
0303;RUE ANDRE SEGUIN;RUE;ANDRÉ SEGUIN;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
0303;RUE ANDRE SEGUIN;RUE;ANDRÉ SEGUIN;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
0304;AVENUE ANDRE REINSON;AVENUE;ANDRÉ REINSON;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
0304;AVENUE ANDRE REINSON;AVENUE;ANDRÉ REINSON;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
0305;RUE ANDRONNE;RUE;ANDRONNE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
0305;RUE ANDRONNE;RUE;ANDRONNE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
0311;RUE D'ANJOU;RUE;D'ANJOU;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
0311;RUE D'ANJOU;RUE;D'ANJOU;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
0312;RUE ANNE FRANK;RUE;ANNE FRANK;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
0312;RUE ANNE FRANK;RUE;ANNE FRANK;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
0314;RUE ANTOINE BOURDELLE;RUE;ANTOINE BOURDELLE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
0314;RUE ANTOINE BOURDELLE;RUE;ANTOINE BOURDELLE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
0315;RUE ANTOINE DUPUCH;RUE;ANTOINE DUPUCH;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
0315;RUE ANTOINE DUPUCH;RUE;ANTOINE DUPUCH;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
0320;BOULEVARD ANTOINE GAUTIER;BOULEVARD;ANTOINE GAUTIER;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
0320;BOULEVARD ANTOINE GAUTIER;BOULEVARD;ANTOINE GAUTIER;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
0325;RUE ANTOINE JOURDE;RUE;ANTOINE JOURDE;07;Quartier 7;Bastide;Impair;0001;9999;33100
0325;RUE ANTOINE JOURDE;RUE;ANTOINE JOURDE;07;Quartier 7;Bastide;Pair;0002;9998;33100
0330;RUE ANTOINE MONIER;RUE;ANTOINE MONIER;07;Quartier 7;Bastide;Impair;0001;9999;33100
0330;RUE ANTOINE MONIER;RUE;ANTOINE MONIER;07;Quartier 7;Bastide;Pair;0002;9998;33100
0335;ALLEE ARAGO;ALLÉE;ARAGO;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0335;ALLEE ARAGO;ALLÉE;ARAGO;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0340;RUE ARAGO;RUE;ARAGO;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
0340;RUE ARAGO;RUE;ARAGO;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
0345;RUE D'ARCACHON;RUE;D'ARCACHON;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33000
0345;RUE D'ARCACHON;RUE;D'ARCACHON;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33000
0350;PASSAGE DE L'ARCEAU;PASSAGE;DE L'ARCEAU;07;Quartier 7;Bastide;Pair;0002;9998;33100
0350;PASSAGE DE L'ARCEAU;PASSAGE;DE L'ARCEAU;07;Quartier 7;Bastide;Impair;0001;9999;33100
0355;AVENUE D'ARES;AVENUE;D'ARÈS;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;0153;33200
0355;AVENUE D'ARES;AVENUE;D'ARÈS;08;Quartier 8;Caudéran;Impair;0155;0397;33200
0355;AVENUE D'ARES;AVENUE;D'ARÈS;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;0130;33000
0360;PASSAGE DES ARGENTIERS;PASSAGE;DES ARGENTIERS;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
0360;PASSAGE DES ARGENTIERS;PASSAGE;DES ARGENTIERS;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
0362;RUE DES ARGENTIERS;RUE;DES ARGENTIERS;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
0362;RUE DES ARGENTIERS;RUE;DES ARGENTIERS;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
0365;COURS DE L'ARGONNE;COURS;DE L'ARGONNE;06;Quartier 6;Bordeaux sud;Pair;0004;0100;33000
0365;COURS DE L'ARGONNE;COURS;DE L'ARGONNE;06;Quartier 6;Bordeaux sud;Impair;0003;0113;33000
0365;COURS DE L'ARGONNE;COURS;DE L'ARGONNE;05;Quartier 5;Nansouty Saint-Genès;Pair;0106;0280;33000
0365;COURS DE L'ARGONNE;COURS;DE L'ARGONNE;05;Quartier 5;Nansouty Saint-Genès;Impair;0123;0275;33000
0370;COURS ARISTIDE BRIAND;COURS;ARISTIDE BRIAND;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;0035;33000
0370;COURS ARISTIDE BRIAND;COURS;ARISTIDE BRIAND;06;Quartier 6;Bordeaux sud;Impair;0037;0103;33000
0370;COURS ARISTIDE BRIAND;COURS;ARISTIDE BRIAND;06;Quartier 6;Bordeaux sud;Pair;0046;0116;33000
0370;COURS ARISTIDE BRIAND;COURS;ARISTIDE BRIAND;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;0044;33000
0372;RUE ARISTIDE SOUSA MENDES;RUE;ARISTIDE SOUSA MENDES;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
0372;RUE ARISTIDE SOUSA MENDES;RUE;ARISTIDE SOUSA MENDES;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
0375;PLACE D'ARLAC;PLACE;D'ARLAC;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
0375;PLACE D'ARLAC;PLACE;D'ARLAC;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
0377;RUE D'ARLAC;RUE;D'ARLAC;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
0377;RUE D'ARLAC;RUE;D'ARLAC;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33000
0380;RUE D'ARMAGNAC;RUE;D'ARMAGNAC;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
0380;RUE D'ARMAGNAC;RUE;D'ARMAGNAC;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
0385;RUE ARMAND CADUC;RUE;ARMAND CADUC;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
0385;RUE ARMAND CADUC;RUE;ARMAND CADUC;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
0390;RUE ARMAND DULAMON;RUE;ARMAND DULAMON;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
0390;RUE ARMAND DULAMON;RUE;ARMAND DULAMON;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
0393;SQUARE ARMAND FAULAT;SQUARE;ARMAND FAULAT;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0393;SQUARE ARMAND FAULAT;SQUARE;ARMAND FAULAT;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0394;RUE ARMAND GOT;RUE;ARMAND GOT;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0394;RUE ARMAND GOT;RUE;ARMAND GOT;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0395;RUE ARMAND LAMARQUE;RUE;ARMAND LAMARQUE;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
0395;RUE ARMAND LAMARQUE;RUE;ARMAND LAMARQUE;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
0400;QUAI ARMAND LALANDE;QUAI;ARMAND LALANDE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
0400;QUAI ARMAND LALANDE;QUAI;ARMAND LALANDE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
0405;RUE ARNAUD MIQUEU;RUE;ARNAUD MIQUEU;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
0405;RUE ARNAUD MIQUEU;RUE;ARNAUD MIQUEU;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
0410;RUE DE L'ARSENAL;RUE;DE L'ARSENAL;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
0410;RUE DE L'ARSENAL;RUE;DE L'ARSENAL;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
0412;RUE D'ARTAGNAN;RUE;D'ARTAGNAN;07;Quartier 7;Bastide;Impair;0001;9999;33100
0412;RUE D'ARTAGNAN;RUE;D'ARTAGNAN;07;Quartier 7;Bastide;Pair;0002;9998;33100
0416;RUE ARTHUR RIMBAUD;RUE;ARTHUR RIMBAUD;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0416;RUE ARTHUR RIMBAUD;RUE;ARTHUR RIMBAUD;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0417;RUE D'ARTIGUEMALE;RUE;D'ARTIGUEMALE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
0423;RUE DES ARTS;RUE;DES ARTS;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
0423;RUE DES ARTS;RUE;DES ARTS;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
0425;RUE DE L'ASILE;RUE;DE L'ASILE;07;Quartier 7;Bastide;Pair;0002;9998;33100
0425;RUE DE L'ASILE;RUE;DE L'ASILE;07;Quartier 7;Bastide;Impair;0001;9999;33100
0430;IMPASSE ASTIE CERE;IMPASSE;ASTIE CERE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0430;IMPASSE ASTIE CERE;IMPASSE;ASTIE CERE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0435;RUE D'AUBIDEY;RUE;D'AUBIDEY;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
0435;RUE D'AUBIDEY;RUE;D'AUBIDEY;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
0438;COURS DES AUBIERS;COURS;DES AUBIERS;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
0438;COURS DES AUBIERS;COURS;DES AUBIERS;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
0445;RUE D'AUDENGE;RUE;D'AUDENGE;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33000
0445;RUE D'AUDENGE;RUE;D'AUDENGE;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33000
0450;RUE AUDUBERT;RUE;AUDUBERT;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
0450;RUE AUDUBERT;RUE;AUDUBERT;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
0455;RUE AUGUIN;RUE;AUGUIN;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
0455;RUE AUGUIN;RUE;AUGUIN;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
0460;RUE AUGUSTE BRUTAILS;RUE;AUGUSTE BRUTAILS;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
0460;RUE AUGUSTE BRUTAILS;RUE;AUGUSTE BRUTAILS;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
0465;RUE AUGUSTE COUAT;RUE;AUGUSTE COUAT;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33000
0465;RUE AUGUSTE COUAT;RUE;AUGUSTE COUAT;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33000
0470;RUE AUGUSTE MERILLON;RUE;AUGUSTE MÉRILLON;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
0470;RUE AUGUSTE MERILLON;RUE;AUGUSTE MÉRILLON;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
0475;RUE AUGUSTE POIRSON;RUE;AUGUSTE POIRSON;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
0475;RUE AUGUSTE POIRSON;RUE;AUGUSTE POIRSON;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
0480;RUE DES AUGUSTINS;RUE;DES AUGUSTINS;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33000
0480;RUE DES AUGUSTINS;RUE;DES AUGUSTINS;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33000
0485;RUE D'AUPERIE;RUE;D'AUPÉRIE;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
0485;RUE D'AUPERIE;RUE;D'AUPÉRIE;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
0490;RUE AURELIEN SCHOLL;RUE;AURÉLIEN SCHOLL;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
0490;RUE AURELIEN SCHOLL;RUE;AURÉLIEN SCHOLL;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
0495;RUE AUSONE;RUE;AUSONE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
0495;RUE AUSONE;RUE;AUSONE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
0500;RUE D'AUSTERLITZ;RUE;D'AUSTERLITZ;08;Quartier 8;Caudéran;Pair;0002;9998;33200
0500;RUE D'AUSTERLITZ;RUE;D'AUSTERLITZ;08;Quartier 8;Caudéran;Impair;0001;9999;33200
0505;RUE AVELANE;RUE;AVELANE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
0505;RUE AVELANE;RUE;AVELANE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
0510;RUE DE L'AVENIR;RUE;DE L'AVENIR;08;Quartier 8;Caudéran;Pair;0002;9998;33200
