GID,GENREV,LIBELLEV,DOMANIAL,CODERIV,MOTD,IDENT,NOMNG,NUMEROFR,NUMEROEU,RHFV_COMMU,CDATE,MDATE
378,RUE,DE SEGUR,4,0286X,SEGU,0130099,Rue de Ségur ,,,28,19950125160200,20070118193500
379,AVE,DE LA SOURCE,4,0290B,SOUR,0130100,Avenue de la Source ,,,28,19950125160200,20070423155000
380,AVE,DES TABERNOTTES,4,0296H,TABE,0130101,Avenue des Tabernottes ,,,28,19950125160300,20070118193500
382,RUE,DU TEINTURIN,4,0305T,TEIN,0130103,Rue du Teinturin ,,,28,19950125160300,20070118193500
383,RUE,DES TOURTERELLES,4,0310Y,TOUR,0130104,Rue des Tourterelles ,,,28,19950125160300,20070118193500
384,RUE,DU VERDOT,4,0314C,VERD,0130105,Rue du Verdot ,,,28,19950125160300,20070118193500
386,AVE,DE VIRECOURT,4,0320J,VIRE,0130107,Avenue de Virecourt ,,,28,19950125160300,20070118193500
387,RTE,DEPARTEMENTALE 1089,3,,1089,0130108,Route Départementale 1089 ,,,28,19950125160300,20070118193500
389,RUE,DE TARIS,4,0298K,TARI,0130110,Rue de Taris ,,,28,19950125160300,20111027091436
390,RUE,DE BARSAC,4,0019G,BARS,0130115,Rue de Barsac ,,,28,19950125160300,20070118193500
391,ALL,DE LA BERGERIE,5,0032W,BERG,0130116,Allée de la Bergerie ,,,28,19950125160300,20070118193500
392,RUE,DE L'ENCLOS,5,0091K,ENCL,0130117,Rue de l'Enclos ,,,28,19950125160300,20070118193500
394,RUE,DES FLAMANTS,4,0110F,FLAM,0130119,Rue des Flamants,,,28,19950125160300,20091204100232
395,RUE,DU ROMARIN,4,0323M,ROMA,0130120,Rue du Romarin ,,,28,19950125160300,20070423155000
396,ALL,DES ACACIAS,5,0004R,ACAC,0130121,Allée des Acacias ,,,28,19950125160300,20070118193500
183,CHEM,DE LA GDE PALUE DE SABAREGES,6,0247Y,SABA,0030218,Chemin de la Gde Palue de Sabarèges ,,,27,19950125160100,20070119103400
185,CHEM,DE RIBEYROTTES,6,5021*,RIBE,0030221,Chemin de Ribeyrottes ,,,27,19950125160100,20070119103400
186,CHEM,DE GRANDJEAN,4,0251C,GRAN,0030222,Chemin de Grandjean ,,,27,19950125160100,20120213141652
187,ALL,PAUL ELUARD,5,0900V,ELUA,0750284,Allée Paul Eluard ,,,22,20060808085100,20130812100732
189,RUE,DU CLOS DE LOUSTAUNEUF,4,0178Y,LOUS,0030228,Rue du Clos de Loustauneuf ,,,27,19950125160100,20140411093748
190,LOT,LA PERGOLA,4,A132T,PERG,0030231,Lotissement la Pergola ,,,27,19950125160100,20120807091424
192,RUE,RAYMOND BEAUVAIS,4,5028*,BEAU,0030233,Rue Raymond Beauvais ,,,27,19950125160100,20070119103400
193,RUE,EDOUARD MICHELIN,4,0523X,MICH,0320225,Rue Edouard Michelin ,,,20,20061207090200,20130812100728
194,VOIE,LOTISSEMENT LES TILLEULS,4,A166E,TILL,0030236,Voie Lotissement les Tilleuls ,,,27,19950125160100,20100705090632
196,ALL,LOT LES ALBIZZIAS,5,,ALBI,0030239,Allée Lot les Albizzias ,,,27,19950125160100,20070119103400
197,CHEM,PIETONS Z.A.C. DU CENTRE,5,,CENT,0030240,Chemin Piétons Z.a.c. du Centre ,,,27,19950125160100,20070119103400
199,AVE,DE L'EUROPE,4,0207E,EURO,0030242,Avenue de l'Europe ,,,27,19950125160100,20110922143424
200,VOIE,LOT PLACE DE LA LIBERTE,4,0336V,LIBE,0030243,Voie Lot Place de la Liberté ,,,27,19950125160100,20120807091424
202,VOIE,RESIDENCE LE CLOS,5,A190A,CLOS,0560322,Voie Résidence le Clos ,,,6,19950505103600,20070118194000
203,ACC,ZONE DE LOISIRS DE CANTEFRENE,5,,CANT,0040092,Accès Zone de Loisirs de Cantefrene ,,,5,19950125162300,20070118193400
205,PCE,DE LA REVOLUTION FRANCAISE,7,0174P,FRAN,0040053,Place de la Révolution Française,,,5,19950125162300,20070118193400
206,RUE,RENOIR,4,0170K,RENO,0040052,Rue Renoir ,,,5,19950125162300,20070118193400
207,PCE,DE LA LIBERTE,7,0109U,LIBE,0040079,Place de la Liberté ,,,5,19950125162300,20070118193400
209,CHEM,EX RD 10 E 17,4,5004*,10,0040062,Chemin Ex Rd 10 E 17 ,,,5,19950125162300,20070118193400
210,RTE,DEPARTEMENTALE 10,3,,10,0040061,Route Départementale 10 ,,,5,19950125162300,20070118193400
212,CHEM,DU FOURAT,4,,FOUR,0040090,Chemin du Fourat ,,,5,19950125162300,20070118193400
213,RUE,GUADET,5,,GUAD,0040089,Rue Guadet ,,,5,19950125162300,20070118193400
214,AVE,PIERRE CURIE,4,0168H,CURI,0040050,Avenue Pierre Curie ,,,5,19950125162300,20070118193400
216,ALL,DES FRESNES,5,0056L,FRES,0040073,Allée des Fresnes ,,,5,19950125162300,20070118193400
217,PCE,DE L'EGALITE,7,5006*,EGAL,0040078,Place de l'Egalité,,,5,19950125162300,20070118193400
434,RUE,PASTEUR,0,0342H,PAST,0130168,Rue Pasteur ,,,28,19950125160300,20070118193500
435,RUE,DES LUCIOLES,5,0190T,LUCI,0130169,Rue des Lucioles ,,,28,19950125160300,20070620095800
436,AVE,DU MOULINAT,2,5004*,MOUL,0130170,Avenue du Moulinat ,,,28,19950125160300,20070118193500
437,RUE,FLEUR DE LYS,0,5001*,FLEU,0130171,Rue Fleur de Lys ,,,28,19950125160300,20070118193500
438,RUE,DES BOSQUETS,4,0042G,BOSQ,0130172,Rue des Bosquets ,,,28,19950125160300,20100705090632
439,RUE,DE LA PASTOURELLE,5,,PAST,0130173,Rue de la Pastourelle ,,,28,19950125160300,20070118193500
440,RUE,DU GRUAU,4,0325P,GRUA,0130174,Rue du Gruau ,,,28,19950125160300,20070118193500
441,ACC,MAIRIE,7,5010*,MAIR,0130175,Accès Mairie ,,,28,19950125160300,20070118193500
442,ACC,SALLES DE PINSAN,7,5012*,PINS,0130176,Accès Salles de Pinsan ,,,28,19950125160300,20070118193500
443,ACC,CHATEAU FEYDEAU,5,5013*,FEYD,0130177,Accès Château Feydeau ,,,28,19950125160300,20070118193500
444,PCE,DU PARC,0,,PARC,0130178,Place du Parc ,,,28,19950125160300,20070118193500
445,ALL,DU CENTRE,0,,CENT,0130179,Allée du Centre ,,,28,19950125160300,20070423155100
446,RUE,ADRIEN PLANQUE,4,0214L,PLAN,0320001,Rue Adrien Planque ,,,20,19950125160400,20070118193600
447,RUE,ALBERT CAMUS,4,0219S,CAMU,0320002,Rue Albert Camus ,,,20,19950125160400,20070118193600
448,RUE,ALPHONSE DAUDET,4,0220T,DAUD,0320003,Rue Alphonse Daudet ,,,20,19950125160400,20070118193600
449,RUE,D'AMBARES,4,0221U,AMBA,0320004,Rue d'Ambares ,,,20,19950125160400,20070118193600
450,RUE,AMPERE,4,0226Z,AMPE,0320005,Rue Ampère ,,,20,19950125160400,20070423165600
451,IMP,ANATOLE FRANCE,4,0231E,FRAN,0320006,Impasse Anatole France ,,,20,19950125160400,20070118193600
452,PCE,ARISTIDE BRIAND,4,0232F,BRIA,0320007,Place Aristide Briand ,,,20,19950125160400,20120213141648
453,RES,HENRI BARBUSSE,4,,BARB,0320008,Résidence Henri Barbusse ,,,20,19950125160400,20070118193600
454,CHEM,DE LA BARRE,6,5001*,BARR,0320009,Chemin de la Barre ,,,20,19950125160400,20100920113124
455,RUE,DE BASSENS,4,0238M,BASS,0320010,Rue de Bassens ,,,20,19950125160400,20070118193600
456,RUE,BEAUMONT,4,0245V,BEAU,0320011,Rue Beaumont ,,,20,19950125160400,20070423165600
457,RUE,BEAUSEJOUR,4,5002*,BEAU,0320012,Rue Beauséjour ,,,20,19950125160400,20070423165600
458,CHEM,DE BEAUVAL,6,5003*,BEAU,0320013,Chemin de Beauval ,,,20,19950125160400,20070118193600
459,RUE,DU GRAND LOC,4,,LOC,0320014,Rue du Grand Loc ,,,20,19950125160400,20070118193600
460,RUE,DE BEAUVAL,4,0247X,BEAU,0320015,Rue de Beauval ,,,20,19950125160400,20070118193600
461,AVE,BELLERIVE DES MOINES,4,0252C,MOIN,0320016,Avenue Bellerive des Moines ,,,20,19950125160400,20070423165600
462,CHEM,DE BELLOC,6,,BELL,0320017,Chemin de Belloc ,,,20,19950125160400,20070118193600
463,IMP,BELLOC,4,0255F,BELL,0320018,Impasse Belloc ,,,20,19950125160400,20130812100728
464,RUE,DU BOUSQUET,4,0257H,BOUS,0320019,Rue du Bousquet ,,,20,19950125160400,20070118193600
465,RUE,DE BOUTINARD,4,0260L,BOUT,0320020,Rue de Boutinard ,,,20,19950125160400,20070423165600
466,RUE,BUFFON,4,0265S,BUFF,0320021,Rue Buffon ,,,20,19950125160400,20070118193600
467,RUE,CAMILLE JULLIAN,4,0270X,JULL,0320022,Rue Camille Jullian ,,,20,19950125160400,20070423165600
468,RUE,DU CASTERA,4,0275C,CAST,0320023,Rue du Castera ,,,20,19950125160400,20070118193600
469,RUE,CHARLES PEGUY,4,0280H,PEGU,0320024,Rue Charles Péguy ,,,20,19950125160400,20070118193600
470,RUE,DU CHATEAU D'EAU,4,0285N,EAU,0320025,Rue du Château d'Eau ,,,20,19950125160400,20070118193600
471,RUE,CHATEAUBRIAND,4,0283L,CHAT,0320026,Rue Chateaubriand ,,,20,19950125160400,20070423165600
472,RUE,DES CHENES,4,0290U,CHEN,0320027,Rue des Chênes ,,,20,19950125160400,20070423165600
473,PCE,DE LA COMMUNE DE PARIS,4,5007*,PARI,0320028,Place de la Commune de Paris ,,,20,19950125160400,20070118193600
474,RUE,DU DOCTEUR FOUQUET,4,0305K,FOUQ,0320029,Rue du Docteur Fouquet ,,,20,19950125160400,20070118193600
475,RUE,DUBARRY,4,0309P,DUBA,0320030,Rue Dubarry ,,,20,19950125160400,20070118193600
476,PCE,EDOUARD HERRIOT,4,0314V,HERR,0320031,Place Edouard Herriot ,,,20,19950125160400,20121009113120
478,RUE,EMILE ZOLA,4,0321C,ZOLA,0320033,Rue Emile Zola ,,,20,19950125160400,20070423165600
479,RUE,DE L'ESCALETTE,4,0325G,ESCA,0320035,Rue de l'Escalette ,,,20,19950125160400,20070118193600
480,RUE,FABRE,4,0331N,FABR,0320036,Rue Fabre ,,,20,19950125160400,20070118193600
482,RUE,FENELON,4,0340Y,FENE,0320038,Rue Fenelon ,,,20,19950125160400,20070118193600
483,RUE,FERNAND CONSTANT,4,0344C,CONS,0320039,Rue Fernand Constant ,,,20,19950125160400,20070118193600
484,QUAI,FRANCAIS,4,0350J,FRAN,0320040,Quai Francais,,,20,19950125160400,20130812100728
486,RUE,FRANKLIN,4,0357S,FRAN,0320042,Rue Franklin ,,,20,19950125160400,20070118193600
487,CHEM,DE LA FUT,6,5010*,FUT,0320043,Chemin de la Fut ,,,20,19950125160400,20070118193600
488,RUE,DU GENERAL COUTENCEAU,4,0360V,COUT,0320044,Rue du Général Coutenceau ,,,20,19950125160400,20070423165600
490,AVE,DU GENERAL LECLERC,4,0364Z,LECL,0320046,Avenue du Général Leclerc ,,,20,19950125160400,20070118193600
491,RUE,GEORGES CLEMENCEAU,4,0368D,CLEM,0320047,Rue Georges Clémenceau ,,,20,19950125160400,20070118193600
492,RUE,GOYA,4,0372H,GOYA,0320048,Rue Goya ,,,20,19950125160400,20070118193600
494,RUE,DES PALOMBES,4,5005*,PALO,2000214,Rue des Palombes ,,,25,19990226080700,20101026091000
495,AVE,DES GRIFFONS,4,0379R,GRIF,0320051,Avenue des Griffons ,,,20,19950125160400,20070118193600
496,RUE,GUSTAVE COURBET,4,0382U,COUR,0320052,Rue Gustave Courbet ,,,20,19950125160400,20070423165600
218,CHEM,DE NOLIQUET,6,5014*,NOLI,0040048,Chemin de Noliquet ,,,5,19950125162300,20070118193400
219,RUE,CHARLES MONTESQUIEU,4,5022*,MONT,0040047,Rue Charles Montesquieu ,,,5,19950125162300,20120213141652
220,RUE,DU LAVOIR,4,0104N,LAVO,0040077,Rue du Lavoir ,,,5,19950125162300,20070118193400
221,RUE,MONTAIGNE,4,0133V,MONT,0040046,Rue Montaigne ,,,5,19950125162300,20070118193400
222,RUE,CLAUDE MONET,4,,MONE,0040045,Rue Claude Monet ,,,5,19950125162300,20070423154200
223,RUE,MODIGLIANI,4,0129R,MODI,0040044,Rue Modigliani ,,,5,19950125162300,20070118193400
224,RUE,MENDES FRANCE,4,,MEND,0040043,Rue Mendès France ,,,5,19950125162300,20070118193400
225,RUE,LEON BLUM,4,0105P,BLUM,0040071,Rue Léon Blum ,,,5,19950125162300,20070423154200
226,ACC,GARE,5,5008*,GARE,0040070,Accès Gare ,,,5,19950125162300,20070118193400
227,PCE,DU 11 NOVEMBRE,7,,NOVE,0040060,Place du 11 Novembre ,,,5,19950125162300,20070118193400
228,RUE,VINCENT AURIOL,5,0193K,AURI,0040059,Rue Vincent Auriol ,,,5,19950125162300,20070423154200
229,COTE,DE LA GARONNE,4,0316D,GARO,2490276,Côte de la Garonne ,,,11,19950410155400,20070118195500
230,RUE,MAURICE HERZOG,4,0121G,HERZ,0040041,Rue Maurice Herzog ,,,5,19950125162300,20070423154200
231,CHEM,DE LA VIE NORD,4,5017*,VIE,0040058,Chemin de la Vie Nord ,,,5,19950125162300,20120213141652
232,RUE,SALVADOR ALLENDE,4,0186C,ALLE,0040057,Rue Salvador Allende ,,,5,19950125162300,20070118193400
233,AVE,DU MARECHAL LECLERC,4,0120F,LECL,0040040,Avenue du Maréchal Leclerc ,,,5,19950125162300,20120213141652
234,ALL,DU PADOUEN,5,0167G,PADO,0040075,Allée du Padouen ,,,5,19950125162300,20070118193400
235,LOT,GRILLON 1,5,A001W,GRIL,0040069,Lotissement Grillon 1 ,,,5,19950125162300,20070118193400
236,RUE,DU MARECHAL FOCH,4,0124K,FOCH,0040039,Rue du Maréchal Foch ,,,5,19950125162300,20070118193400
237,RUE,ANTOINE DE SAINT-EXUPERY,4,5015*,EXUP,0040056,Rue Antoine de Saint-Exupéry ,,,5,19950125162300,20120213141652
238,VOIE,DESSERTE DU PORT PETROLIER,5,,PETR,0040074,Voie Desserte du Port Petrolier ,,,5,19950125162300,20070118193400
239,RUE,MARCONI,4,0125L,MARC,0040038,Rue Marconi ,,,5,19950125162300,20070118193400
240,RUE,MARCEL PAUL,4,0126M,PAUL,0040037,Rue Marcel Paul ,,,5,19950125162300,20070423154200
241,RUE,MANON CORMIER,4,0119E,CORM,0040036,Rue Manon Cormier ,,,5,19950125162300,20070118193400
242,RUE,MANGIN,4,0118D,MANG,0040035,Rue Mangin ,,,5,19950125162300,20070118193400
243,RUE,MAL DE LATTRE DE TASSIGNY,4,0122H,TASS,0040034,Rue Mal de Lattre de Tassigny ,,,5,19950125162300,20070423154200
244,AVE,LOUIS PASTEUR,4,0116B,PAST,0040033,Avenue Louis Pasteur ,,,5,19950125162300,20130812100728
245,RUE,LOUIS LACHENAL,4,0115A,LACH,0040032,Rue Louis Lachenal ,,,5,19950125162300,20120213141652
246,CHEM,LEOTARD,6,5011*,LEOT,0040029,Chemin Léotard,,,5,19950125162300,20070118193400
247,RUE,BERNARD LIAUSU,4,5010*,LIAU,0040088,Rue Bernard Liausu ,,,5,19950125162300,20070118193400
248,RUE,JEAN ABERARD,4,5020*,ABER,0040087,Rue Jean Aberard ,,,5,19950125162300,20070118193400
249,CHEM,D'IZARD,4,5013*,IZAR,0040086,Chemin d'Izard ,,,5,19950125162300,20070118193400
250,RUE,DE LA DEPORTATION 1942-1945,V,5012*,DEPO,0040085,Rue de la Deportation 1942-1945 ,,,5,19950125162300,20121015101100
251,RUE,DES FRERES DEVES,4,5007*,DEVE,0040084,Rue des Frères Deves ,,,5,19950125162300,20070118193400
252,PCE,DU MARCHE,7,5019*,MARC,0040083,Place du Marche ,,,5,19950125162300,20070118193400
253,CHEM,DE LA VIE SUD,4,5021*,VIE,0040081,Chemin de la Vie Sud ,,,5,19950125162300,20120213141652
254,CHEM,DE CAMUS,6,5000*,CAMU,0040007,Chemin de Camus ,,,5,19950125162300,20070118193400
255,AVE,EUGENE DELACROIX,4,0045Z,DELA,0040015,Avenue Eugène Delacroix ,,,5,19950125162300,20070423154200
256,PCE,ESCARRAGUEL,7,0044Y,ESCA,0040014,Place Escarraguel ,,,5,19950125162300,20070118193400
257,CHEM,DU ROY,4,5016*,ROY,0040055,Chemin du Roy ,,,5,19950125162300,20070118193400
259,RTE,DU BEC,4,,BEC,0040063,Route du Bec ,,,5,19950125162300,20070118193400
260,RUE,AUGUSTE RODIN,4,5020*,RODI,0040054,Rue Auguste Rodin ,,,5,19950125162300,20120213141652
261,RUE,JULES FERRY,4,0102L,FERR,0040027,Rue Jules Ferry ,,,5,19950125162300,20070118193400
262,RUE,JEAN JAURES,4,0089X,JAUR,0040024,Rue Jean Jaurès ,,,5,19950125162300,20070118193400
264,RUE,GUYNEMER,4,0068Z,GUYN,0040022,Rue Guynemer ,,,5,19950125162300,20070423154200
265,AVE,BRANLY,4,0016T,BRAN,0040005,Avenue Branly ,,,5,19950125162300,20070423154200
266,RUE,BENOIT FRACHON,4,0013P,FRAC,0040004,Rue Benoit Frachon ,,,5,19950125162300,20070118193400
268,AVE,DU GENERAL DE GAULLE,4,0063U,GAUL,0040021,Avenue du Général de Gaulle,,,5,19950125162300,20130812100728
270,RUE,GAMBETTA,5,0107S,GAMB,0040019,Rue Gambetta ,,,5,19950125162300,20070423154200
271,RUE,DE LA CALE,4,0019W,CALE,0040006,Rue de la Cale ,,,5,19950125162300,20070118193400
272,RUE,ANDRE LAMANDE,4,0008J,LAMA,0040002,Rue André Lamande ,,,5,19950125162300,20070118193400
273,RUE,GALLIENI,7,0057M,GALL,0040018,Rue Gallieni ,,,5,19950125162300,20070118193400
274,RUE,FIGARO,4,0054J,FIGA,0040017,Rue Figaro ,,,5,19950125162300,20120213141652
276,RUE,AMPERE,V,0007H,AMPE,0040001,Rue Ampère ,,,5,19950125162300,20120221092448
277,AVE,JEAN MOULIN,4,0095D,MOUL,0040026,Avenue Jean Moulin ,,,5,19950125162300,20120213141652
278,RUE,MARCEL CACHIN,4,0123J,CACH,0040066,Rue Marcel Cachin ,,,5,19950125162300,20070118193400
280,RUE,ERNEST BONNET,4,0040U,BONN,0040013,Rue Ernest Bonnet,,,5,19950125162300,20130812100728
281,AVE,DU DOC GUSTAVE COUAILLAC,4,0066X,COUA,0040010,Avenue du Doc Gustave Couaillac ,,,5,19950125162300,20070717142400
283,RUE,CEZANNE,4,0023A,CEZA,0040008,Rue Cézanne ,,,5,19950125162300,20070118193400
284,RUE,JEAN MERMOZ,4,0093B,MERM,0040025,Rue Jean Mermoz ,,,5,19950125162300,20070423154200
285,ALL,DES ABEILLES,4,0003P,ABEI,0130001,Allée des Abeilles ,,,28,19950125160200,20070118193400
286,PCE,ALBERT DESPUJOLS,4,0006T,DESP,0130002,Place Albert Despujols ,,,28,19950125160200,20120213141620
288,RUE,DES AMANDIERS,4,0009W,AMAN,0130004,Rue des Amandiers ,,,28,19950125160200,20070423154900
289,RUE,ANDERSEN,4,0010X,ANDE,0130005,Rue Andersen ,,,28,19950125160200,20070118193400
291,RUE,DE BEGUEY,4,0025N,BEGU,0130007,Rue de Beguey ,,,28,19950125160200,20070118193400
293,RUE,DE LA BLANCHERIE,4,0033X,BLAN,0130009,Rue de la Blancherie ,,,28,19950125160200,20130812100728
294,RUE,DU BOIS LEGER,4,0039D,BOIS,0130010,Rue du Bois Léger,,,28,19950125160200,20070423154900
296,ALL,DES CEDRES,4,0055W,CEDR,0130012,Allée des Cèdres ,,,28,19950125160200,20070118193400
297,RUE,DES CERFS,4,0050R,CERF,0130013,Rue des Cerfs ,,,28,19950125160200,20070423154900
298,AVE,DES CHANTERELLES,4,0052T,CHAN,0130014,Avenue des Chanterelles ,,,28,19950125160200,20070423154900
300,RUE,CHARLES PERRAULT,4,0057Y,PERR,0130016,Rue Charles Perrault ,,,28,19950125160200,20070423154900
301,RUE,DES CHASSELAS,4,0056X,CHAS,0130017,Rue des Chasselas ,,,28,19950125160200,20070118193400
302,ALL,DES CHENES,4,0058Z,CHEN,0130018,Allée des Chênes ,,,28,19950125160200,20070118193400
304,RUE,DES CIGALES,4,0061C,CIGA,0130020,Rue des Cigales ,,,28,19950125160200,20070118193400
305,RUE,DE LA COURREGE,4,0063E,COUR,0130021,Rue de la Courrege ,,,28,19950125160200,20070423154900
306,AVE,DESCARTES,4,0071N,DESC,0130022,Avenue Descartes ,,,28,19950125160200,20070423154900
308,ALL,DE DIANE,4,0076U,DIAN,0130024,Allée de Diane ,,,28,19950125160200,20070423154900
309,AVE,DU DUC D'EPERNON,4,0070M,EPER,0130025,Avenue du Duc d'Epernon ,,,28,19950125160200,20070423154900
310,ECH,DU MOULINAT,2,5015*,MOUL,0130026,Echangeur du Moulinat ,,,28,19950125160200,20070118193500
312,PCE,DE L'EGLISE,7,5006*,EGLI,0130028,Place de l'Eglise ,,,28,19950125160200,20070118193500
1102,RUE,NICOLAS BOILEAU,6,0680N,BOIL,0560161,Rue Nicolas Boileau ,,,6,19950125164600,20070423154400
1103,AVE,DU 11 NOVEMBRE,4,0700K,NOVE,0560162,Avenue du 11 Novembre ,,,6,19950125164600,20070423154400
1104,CHEM,PALUS,6,0717D,PALU,0560164,Chemin Palus ,,,6,19950125164600,20070118194000
1105,RUE,LOUIS PASTEUR,4,,PAST,0560165,Rue Louis Pasteur ,,,6,19950125164600,20070118194000
1106,RUE,PAUL LEGLISE,6,0755V,LEGL,0560166,Rue Paul Leglise ,,,6,19950125164600,20070118194000
1107,RUE,PAUL VERLAINE,6,0765F,VERL,0560168,Rue Paul Verlaine ,,,6,19950125164600,20070118194000
1108,RUE,DES PAYS BAS,4,0767H,PAYS,0560169,Rue des Pays Bas ,,,6,19950125164600,20070118194000
1109,RUE,DE PERRIC,6,0770L,PERR,0560170,Rue de Perric ,,,6,19950125164600,20070118194000
1110,RUE,DES PEUPLIERS,4,0773P,PEUP,0560171,Rue des Peupliers ,,,6,19950125164600,20070118194000
1111,RUE,DE PEYBOIS,4,0775S,PEYB,0560172,Rue de Peybois ,,,6,19950125164600,20070423154400
1112,RUE,DE PEYRESTRUC,6,0780X,PEYR,0560173,Rue de Peyrestruc ,,,6,19950125164600,20070118194000
1113,RUE,PIERRE DE RONSARD,6,0880F,RONS,0560174,Rue Pierre de Ronsard ,,,6,19950125164600,20070118194000
1114,RUE,PIERRE ET MARIE CURIE,4,0782Z,CURI,0560175,Rue Pierre Et Marie Curie ,,,6,19950125164600,20070118194000
1115,VOIE,PIETONNE,4,5010*,PIET,0560176,Voie Pietonne ,,,6,19950125164600,20070118194000
1116,RUE,DU PIGEONNAY,4,0785C,PIGE,0560177,Rue du Pigeonnay ,,,6,19950125164600,20070423154400
1117,RUE,DES PINS,5,0783A,PINS,0560178,Rue des Pins ,,,6,19950125164600,20070118194000
1118,RUE,DES PLATANES,4,0787E,PLAT,0560179,Rue des Platanes ,,,6,19950125164600,20070118194000
1119,RUE,GUTENBERG,4,,GUTE,1920407,Rue Gutenberg ,,,14,19961016082800,20070118194800
1120,AVE,DU PORT DU ROY,4,0790H,ROY,0560181,Avenue du Port du Roy ,,,6,19950125164600,20070423154400
1121,RUE,DU PORTUGAL,4,0792K,PORT,0560182,Rue du Portugal ,,,6,19950125164600,20070118194000
1123,RUE,DU POUJEAU,4,0800U,POUJ,0560184,Rue du Poujeau ,,,6,19950125164600,20070118194000
1124,RUE,POUMEAU DELILLE,4,0802W,DELI,0560185,Rue Poumeau Delille ,,,6,19950125164600,20070118194000
1125,RUE,DES PRIMEVERES,4,0805Z,PRIM,0560186,Rue des Primevères ,,,6,19950125164600,20070423154400
1126,RUE,DE PROVENCE,4,0807B,PROV,0560187,Rue de Provence ,,,6,19950125164600,20070423154400
1128,RUE,DE LA RENNEY,4,0850Y,RENN,0560189,Rue de la Renney ,,,6,19950125164600,20070118194000
1129,RUE,DU REPOS,4,0855D,REPO,0560190,Rue du Repos ,,,6,19950125164600,20070118194000
1130,RUE,DE LA REPUBLIQUE,4,0860J,REPU,0560191,Rue de la République ,,,6,19950125164600,20070423154400
1132,RUE,DE LA RIVIERE,4,0870V,RIVI,0560193,Rue de la Rivière ,,,6,19950125164600,20070423154500
1133,RUE,ROBERT SCHUMAN,4,0875A,SCHU,0560194,Rue Robert Schuman ,,,6,19950125164600,20070118194000
1134,RUE,DES SABLES,6,0900C,SABL,0560195,Rue des Sables ,,,6,19950125164600,20070118194000
1136,RUE,ANTOINE DE SAINT- EXUPERY,4,,EXUP,0560197,Rue Antoine de Saint-Exupéry ,,,6,19950125164600,20070118194000
1137,RUE,DE SAINT AHON,4,,AHON,0560198,Rue de Saint Ahon ,,,6,19950125164600,20070423154500
1139,AVE,DE LA SALLE DE BREILLAN,4,0915U,BREI,0560200,Avenue de la Salle de Breillan ,,,6,19950125164600,20070423154500
1140,RUE,DES SAULES,4,0917W,SAUL,0560201,Rue des Saules ,,,6,19950125164600,20070118194000
1141,RUE,DE SOLESSE,4,0920Z,SOLE,0560202,Rue de Solesse ,,,6,19950125164600,20070118194000
1143,RUE,DU SOUTEY,4,0930K,SOUT,0560204,Rue du Soutey ,,,6,19950125164600,20070118194000
1144,RUE,DE STRASBOURG,4,0935R,STRA,0560205,Rue de Strasbourg ,,,6,19950125164600,20070118194000
1145,AVE,DE TANAIS,4,0940W,TANA,0560206,Avenue de Tanais ,,,6,19950125164600,20070118194000
1147,RUE,DE TERRE NOIRE,6,0948E,TERR,0560208,Rue de Terre Noire ,,,6,19950125164600,20070118194000
1148,RUE,ADOLPHE THIERS,4,,THIE,0560209,Rue Adolphe Thiers ,,,6,19950125164600,20070118194000
1149,IMP,DE TREMBLEY,4,0952J,TREM,0560210,Impasse de Trembley ,,,6,19950125164600,20130812100728
1151,RUE,DE TUJEAN,4,0955M,TUJE,0560212,Rue de Tujean ,,,6,19950125164600,20070423154500
1152,RUE,DES VERGNES,5,0967A,VERG,0560214,Rue des Vergnes ,,,6,19950125164600,20070118194000
1153,BD,VICTOR HUGO,4,0970D,HUGO,0560215,Boulevard Victor Hugo ,,,6,19950125164600,20070118194000
1155,RUE,VOLTAIRE,6,0980P,VOLT,0560217,Rue Voltaire ,,,6,19950125164600,20070118194000
1156,RUE,WINSTON CHURCHILL,4,0985V,CHUR,0560218,Rue Winston Churchill ,,,6,19950125164600,20070423154500
1157,CR,012,6,5016*,012,0560220,Chemin Rural 012 ,,,6,19950125164600,20070118194000
1159,CR,014,6,5018*,014,0560222,Chemin Rural 014 ,,,6,19950125164600,20070118194000
1160,CR,015,6,5019*,015,0560223,Chemin Rural 015 ,,,6,19950125164600,20070118194000
1162,CHEM,DE LA LANDE,6,,LAND,0560225,Chemin de la Lande ,,,6,19950125164600,20070118194000
1163,CR,022,6,5023*,022,0560227,Chemin Rural 022 ,,,6,19950125164600,20070118194000
1165,CR,024,6,5025*,024,0560229,Chemin Rural 024 ,,,6,19950125164600,20070118194000
1166,CR,026,6,5026*,026,0560230,Chemin Rural 026 ,,,6,19950125164600,20070118194000
1167,CR,027,6,5027*,027,0560231,Chemin Rural 027 ,,,6,19950125164600,20070118194000
1168,CR,029,6,5028*,029,0560232,Chemin Rural 029 ,,,6,19950125164600,20070118194000
