GID,IDENT,NUMERO,NUMERO_X,NUMERO_Y,NUMERO_O,POP_MUN,POP_CAP,POP_TOT,POP_SDC,NB_LOG_P,NB_LOG_S,NB_LOG_O,NB_LOG_V,NB_LOG_T,CDATE,MDATE
5454,449AH06,AH06,1401524.67,4195464.1,0,9,0,9,9,3,0,0,0,3,19951221114300,20060905225900
5455,449AH09,AH09,1401420.57,4195608.99,0,5,0,5,5,2,0,0,0,2,19951221114300,20060905225900
5456,449AE03,AE03,1402349.9,4196719.7,0,43,0,43,43,18,0,1,1,20,19951221114900,20060905225900
2143,063KL04,KL04,1417915.6,4188437.83,296.4,13,0,13,13,7,0,0,6,13,19951128145700,20060905225600
2144,063KL23,KL23,1417884.33,4188450.73,0,45,0,45,45,26,0,2,11,39,19951128145700,20060905225600
2145,063KL22,KL22,1417858.34,4188459.67,286.9,45,0,45,45,38,0,3,9,50,19951128145700,20060905225600
2146,063KL21,KL21,1417817.42,4188424.43,0,109,0,109,109,74,0,0,31,105,19951128145900,20060905225600
2147,063KL20,KL20,1417808.14,4188440.13,71.9,0,0,0,0,0,0,0,0,0,19951128145900,20060905225600
2148,063KJ05,KJ05,1417722.29,4188454.74,339,112,0,112,112,76,0,4,39,119,19951128145900,20060905225600
2149,063KJ06,KJ06,1417724.19,4188419.28,337.2,94,0,94,94,60,0,1,32,93,19951128145900,20060905225600
2150,063KJ07,KJ07,1417748.87,4188360.02,0,101,0,101,101,73,0,1,25,99,19951128145900,20060905225600
2151,063KJ08,KJ08,1417693.89,4188368.2,0,63,0,63,63,43,1,1,14,59,19951128145900,20060905225600
2152,063KJ09,KJ09,1417617.85,4188358.97,0,52,0,52,52,32,0,0,13,45,19951128145900,20060905225600
2537,063BP02,BP02,1419661.26,4187588.36,0,88,0,88,88,25,0,0,3,28,19951129101000,20060905225600
2456,063RE19,RE19,1417900.47,4190169.86,0,98,0,98,98,58,1,4,12,75,19951128162300,20060905225600
2457,063RE20,RE20,1417956.77,4190083.14,0,117,0,117,117,70,0,8,6,84,19951128162300,20060905225600
2458,063RE10,RE10,1418054.88,4189992.26,0,202,0,202,202,119,0,1,12,132,19951128162300,20060905225600
2459,063RE18,RE18,1417878.12,4190156.62,326.4,60,0,60,60,36,0,4,2,42,19951128162300,20060905225600
2460,063RE17,RE17,1417864.12,4190131.84,325,91,0,91,91,55,0,2,5,62,19951128162300,20060905225600
2461,063RE16,RE16,1417837.58,4190081.65,0,149,0,149,149,81,0,7,5,93,19951128162300,20060905225600
2462,063RE14,RE14,1417811.13,4190050.33,327.5,145,0,145,145,87,0,1,13,101,19951128162300,20060905225600
2463,063RE13,RE13,1417790.66,4190014.13,326.3,108,0,108,108,60,0,1,8,69,19951128162300,20060905225600
2464,063RE12,RE12,1417924.24,4189963.13,63,120,0,120,120,82,0,7,20,109,19951128162300,20060905225600
2465,063RE11,RE11,1418002.17,4189909.04,0,257,0,257,257,151,0,5,15,171,19951128162300,20060905225600
2466,063RH02,RH02,1418118.47,4190159.07,0,530,0,530,530,237,0,2,26,265,19951128162300,20060905225600
2467,063RI05,RI05,1417895.04,4190272.6,0,53,0,53,53,31,0,0,6,37,19951128162400,20060905225600
2468,063RI04,RI04,1417932.31,4190329.34,0,121,0,121,121,71,0,0,10,81,19951128162400,20060905225600
5294,449AR03,AR03,1405840.78,4194822.93,0,0,0,0,0,0,0,0,0,0,19951220120800,20060905225900
5295,449AR09,AR09,1405566.69,4194776.46,0,62,0,62,62,24,0,0,2,26,19951220120800,20060905225900
5296,449AR10,AR10,1405360.87,4194714.19,0,48,0,48,48,19,0,0,0,19,19951220120800,20060905225900
5297,449AR01,AR01,1405447.36,4194915.44,0,129,0,129,129,49,0,0,2,51,19951220120800,20060905225900
5298,449AR02,AR02,1405754.42,4194882.33,0,53,0,53,53,21,0,0,2,23,19951220120800,20060905225900
5299,449AP25,AP25,1405695.65,4194410.41,0,0,0,0,0,0,0,0,0,0,19951220150400,20060905225900
5488,0650003,0003,1423163.1,4185937.23,0,129,0,129,129,55,0,0,2,57,20010817144600,20060905225900
5489,0650004,0004,1423300.7,4185745.55,0,243,0,243,243,90,0,0,3,93,20010817144700,20060905225900
5793,056PEE6,PEE6,1414658.39,4199345.68,0,131,0,131,131,40,1,0,0,41,20010827164200,20060905230000
5794,056PEE9,PEE9,1416212.43,4198513.71,0,1,0,1,1,1,0,0,0,1,20010827164300,20060905230000
5665,003BD01,BD01,1425062,4196819.97,0,14,0,14,14,7,0,0,0,7,20010824102500,20060905230000
5666,003BE04,BE04,1424715.49,4197283.49,0,387,0,387,387,138,1,0,4,143,20010824102600,20060905230000
5667,003BE03,BE03,1424975.7,4197141.59,0,56,0,56,56,25,0,0,0,25,20010824102700,20060905230000
5458,449AV09,AV09,1405707.95,4195788.72,0,28,0,28,28,12,0,0,0,12,19951221134200,20060905225900
5459,063KD16,KD16,1416802.69,4188488.59,48.6,0,0,0,0,0,0,0,0,0,19951226140100,20060905225900
5460,063PD03,PD03,1417056.77,4189388.39,0,0,0,0,0,0,0,0,0,0,19951226152200,20060905225900
5592,167AN13,AN13,1422785.99,4188002.2,0,112,0,112,112,35,0,0,0,35,20010822143100,20060905230000
5593,167AK28,AK28,1422526.39,4188145.09,0,109,0,109,109,43,0,0,1,44,20010822143200,20060905230000
5594,167AK25,AK25,1421965.34,4188371.08,0,143,0,143,143,38,0,0,0,38,20010822145900,20060905230000
5363,449AN30,AN30,1404825.17,4195858.48,0,37,0,37,37,12,0,0,0,12,19951221101300,20060905225900
5364,449AN24,AN24,1404689.78,4195924.2,0,25,0,25,25,7,0,0,0,7,19951221101300,20060905225900
5597,167AH16,AH16,1421427.48,4188365.45,0,49,0,49,49,17,0,0,1,18,20010822150500,20060905230000
5598,167AC21,AC21,1420065.86,4188486.18,63.7,0,0,0,0,0,0,0,0,0,20010822152000,20060905230000
5599,167AL28,AL28,1422273.83,4188946.25,0,115,0,115,115,44,0,0,0,44,20010822153900,20060905230000
2782,063IH11,IH11,1414486.18,4186763.04,0,221,0,221,221,117,0,7,19,143,19951129164000,20060905225700
2783,063IH12,IH12,1414388.72,4186783.11,0,106,0,106,106,75,0,2,10,87,19951129164000,20060905225700
2784,063IH13,IH13,1414272.42,4186758.51,0,74,0,74,74,29,0,0,1,30,19951129164100,20060905225700
2793,063IL03,IL03,1415277.31,4187194.79,0,144,0,144,144,90,0,3,8,101,19951130094400,20060905225700
2794,063IL04,IL04,1415249.54,4187290.27,290.3,0,0,0,0,0,0,0,0,0,19951130094500,20060905225700
2795,063IL05,IL05,1415291.14,4187304.12,0,125,0,125,125,51,0,0,7,58,19951130094500,20060905225700
2796,063IL11,IL11,1415381.43,4187313.55,316.7,0,0,0,0,0,0,0,0,0,19951130094500,20060905225700
2797,063HU03,HU03,1415391.29,4187329,317.8,0,0,0,0,0,0,0,0,0,19951130094500,20060905225700
2798,063IL06,IL06,1415233.89,4187383.48,0,75,0,75,75,35,0,0,4,39,19951130094500,20060905225700
2799,063IL01,IL01,1415210.21,4187435.2,0,27,0,27,27,15,0,0,4,19,19951130094500,20060905225700
2716,063HW06,HW06,1416020.39,4186955.69,0,141,0,141,141,32,0,0,1,33,19951129155200,20060905225700
2717,063HW08,HW08,1415938.5,4186990.45,0,15,0,15,15,8,0,0,2,10,19951129155300,20060905225700
2718,063HW05,HW05,1415990.84,4187073.44,0,57,0,57,57,30,0,0,5,35,19951129155300,20060905225700
2719,063HW04,HW04,1415915.03,4187054.79,0,42,0,42,42,16,1,0,3,20,19951129155300,20060905225700
2720,063HW09,HW09,1415926.34,4187133.82,0,48,0,48,48,21,0,0,3,24,19951129155300,20060905225700
2721,063HW03,HW03,1415856.95,4187039.21,0,57,0,57,57,34,1,1,6,42,19951129155400,20060905225700
2722,063HW02,HW02,1415808.55,4187026.75,0,64,0,64,64,32,1,0,3,36,19951129155400,20060905225700
2723,063HW01,HW01,1415754.77,4186949.96,0,16,6,22,16,7,0,1,0,8,19951129155400,20060905225700
2724,063HV06,HV06,1415663.47,4187062.61,0,0,0,0,0,0,0,0,0,0,19951129155500,20060905225700
2725,063HW07,HW07,1415875.5,4186925.38,0,117,0,117,117,54,0,0,2,56,19951129155500,20060905225700
2726,063HX03,HX03,1415951.58,4186817.87,0,112,0,112,112,58,0,1,4,63,19951129155500,20060905225700
2727,063HX04,HX04,1415928.29,4186731.16,0,79,0,79,79,44,0,6,3,53,19951129155500,20060905225700
5510,119BC02,BC02,1421301.25,4190575.61,0,21,0,21,21,8,0,0,1,9,20010821125200,20060905225900
5646,003AX04,AX04,1425180.9,4198169.56,0,117,0,117,117,46,0,0,2,48,20010824092900,20060905230000
5647,003AX03,AX03,1425277,4198133.01,0,68,0,68,68,22,0,0,0,22,20010824092900,20060905230000
6158,318AT02,AT02,1409200.28,4185617.62,0,0,0,0,0,0,0,0,0,0,20010831142000,20060905230000
6159,318AV03,AV03,1409398.7,4185178.41,0,87,0,87,87,40,0,0,2,42,20010831142000,20060905230000
6160,318KA04,KA04,1409901.61,4185667.92,0,34,0,34,34,15,0,0,0,15,20010831142000,20060905230000
6161,318KA03,KA03,1409713.85,4185711.9,0,222,0,222,222,85,0,0,0,85,20010831142100,20060905230000
5668,003BI04,BI04,1424525.08,4197591.15,0,41,0,41,41,24,0,0,3,27,20010824102800,20060905230000
5780,3120014,0014,1414281.88,4201752.04,0,155,0,155,155,46,0,0,1,47,20010827142300,20060905230000
5781,3120012,0012,1414356.72,4200617.48,0,261,0,261,261,72,0,2,4,78,20010827142300,20060905230000
5782,3120015,0015,1415077.45,4201840.45,0,416,0,416,416,140,0,1,3,144,20010827142300,20060905230000
5783,3120013,0013,1414966.61,4201310.65,0,451,0,451,451,158,2,0,1,161,20010827142400,20060905230000
5784,3120011,0011,1414962.49,4200813.51,0,444,0,444,444,159,0,0,1,160,20010827142400,20060905230000
5600,4870006,0006,1424681.08,4205011.79,0,228,0,228,228,84,1,0,6,91,20010823130500,20060905230000
5720,519C303,C303,1409930.98,4195181.66,0,10,0,10,10,4,0,0,0,4,20010824161500,20060905230000
5721,519A404,A404,1408116.14,4195823.52,0,280,0,280,280,91,0,0,2,93,20010824161600,20060905230000
5722,519A405,A405,1407809.94,4195815.28,52.3,118,0,118,118,42,0,1,0,43,20010824161600,20060905230000
5723,519A407,A407,1407660.88,4195856.68,52.4,131,0,131,131,50,0,0,1,51,20010824161700,20060905230000
5750,522BE26,BE26,1416434.7,4183183.73,0,174,0,174,174,88,0,0,1,89,20010827093200,20060905230000
5823,200PED7,PED7,1409128.92,4191213.64,0,36,0,36,36,14,0,0,1,15,20010828095400,20060905230000
2728,063HY01,HY01,1415851,4186595.82,0,107,0,107,107,65,1,0,6,72,19951129155500,20060905225700
2729,063HY03,HY03,1415823.34,4186728.93,0,134,0,134,134,66,0,1,1,68,19951129155500,20060905225700
2730,063HY08,HY08,1415685.82,4186744.54,0,96,0,96,96,44,0,0,4,48,19951129155500,20060905225700
2731,063HY04,HY04,1415733.2,4186672.09,0,20,0,20,20,6,0,0,0,6,19951129155500,20060905225700
2732,063HY05,HY05,1415765.92,4186621.2,45.3,27,0,27,27,23,0,2,3,28,19951129155500,20060905225700
2733,063HY09,HY09,1415783.79,4186600.69,42.3,0,0,0,0,0,0,0,0,0,19951129155500,20060905225700
2734,063HY02,HY02,1415772.28,4186564.5,0,72,0,72,72,37,0,0,3,40,19951129155500,20060905225700
2735,063HY06,HY06,1415681.67,4186635.72,0,81,0,81,81,38,0,0,3,41,19951129155600,20060905225700
2736,063HY07,HY07,1415566.81,4186681.55,0,135,0,135,135,85,0,2,7,94,19951129155600,20060905225700
2737,063IA02,IA02,1415489.1,4186765.47,0,152,0,152,152,114,1,4,36,155,19951129155600,20060905225700
3058,063MV01,MV01,1415235.77,4189030.11,0,34,0,34,34,11,1,0,1,13,19951130115300,20060905225700
3059,063MV03,MV03,1415222.26,4188929.22,0,57,0,57,57,20,0,2,0,22,19951130115300,20060905225700
3060,063MV02,MV02,1415200.39,4188834.72,0,64,0,64,64,29,0,0,0,29,19951130115300,20060905225700
3061,063MS04,MS04,1415179.92,4188660.23,0,149,0,149,149,62,1,2,2,67,19951130115300,20060905225700
3062,063MR05,MR05,1414987.62,4188689.28,0,381,0,381,381,243,7,6,18,274,19951130115300,20060905225700
3063,063NE09,NE09,1414808.52,4188903.39,0,84,0,84,84,30,0,0,5,35,19951130115500,20060905225700
3064,063NH07,NH07,1414546.66,4189038.26,0,749,0,749,749,422,12,2,45,481,19951130115800,20060905225700
3065,063NI22,NI22,1414559.75,4188850.86,0,224,0,224,224,126,1,0,10,137,19951130115800,20060905225700
3066,063MS08,MS08,1415316.52,4188640.09,0,60,0,60,60,22,0,0,0,22,19951130115900,20060905225700
3067,063MS07,MS07,1415465.72,4188615.64,0,78,0,78,78,31,0,0,4,35,19951130115900,20060905225700
6162,318KA02,KA02,1409758.86,4185481.01,0,142,0,142,142,47,1,0,0,48,20010831142100,20060905230000
6163,318KA05,KA05,1409937.85,4185507.66,0,122,0,122,122,45,1,0,0,46,20010831142100,20060905230000
6164,318KA06,KA06,1410149.87,4185548.14,0,106,0,106,106,43,0,1,1,45,20010831142200,20060905230000
4594,162BA07,BA07,1411082.1,4192496.81,0,18,0,18,18,1,0,0,0,1,19951212142800,20060905225800
4595,162BA05,BA05,1411178.81,4193100.45,0,21,0,21,21,7,0,0,0,7,19951212142800,20060905225800
4596,162BA04,BA04,1410992.9,4193084.39,0,118,0,118,118,29,1,0,2,32,19951212142900,20060905225800
4597,162BA09,BA09,1410691.01,4192621.14,0,17,0,17,17,6,0,0,2,8,19951212142900,20060905225800
4598,162BA02,BA02,1410384.75,4192668.05,0,22,64,86,24,9,0,1,3,13,19951212142900,20060905225800
4599,162BA03,BA03,1410429.35,4193045.11,0,59,0,59,59,19,0,0,1,20,19951212142900,20060905225800
4600,162BB10,BB10,1410812.24,4193201.7,0,26,0,26,26,9,0,0,1,10,19951212143500,20060905225800
4601,162BB09,BB09,1411109.22,4193438.7,0,60,0,60,60,25,0,0,1,26,19951212143600,20060905225800
5318,449AP03,AP03,1404698.67,4195123.28,0,68,0,68,68,24,0,0,1,25,19951220151000,20060905225900
5334,449AT12,AT12,1405116.28,4195559.67,0,27,0,27,27,9,0,0,0,9,19951221095100,20060905225900
5335,449AT02,AT02,1405455.43,4195088.2,0,22,0,22,22,9,0,0,0,9,19951221095100,20060905225900
5336,449AT03,AT03,1405278.13,4195134.18,0,90,0,90,90,36,0,0,1,37,19951221095100,20060905225900
5338,449AT05,AT05,1404906.77,4195157.64,0,96,0,96,96,34,0,0,0,34,19951221095100,20060905225900
5339,449AT10,AT10,1404885.23,4195464.77,0,130,0,130,130,45,0,0,0,45,19951221095200,20060905225900
5340,449AV06,AV06,1405161.87,4195692.56,0,106,0,106,106,32,0,1,1,34,19951221095200,20060905225900
5341,449AV07,AV07,1405560.41,4195543.66,0,161,0,161,161,59,0,0,2,61,19951221095200,20060905225900
5342,449AT11,AT11,1404845.66,4195558.01,0,55,0,55,55,20,0,0,0,20,19951221095200,20060905225900
5343,449AV15,AV15,1405902.89,4195912.22,0,26,0,26,26,10,0,0,0,10,19951221100200,20060905225900
5344,449AV14,AV14,1405729.59,4195954.12,0,34,0,34,34,11,0,0,0,11,19951221100200,20060905225900
5345,449AV13,AV13,1405326.67,4196062.67,0,78,0,78,78,28,0,0,1,29,19951221100300,20060905225900
5346,449AV12,AV12,1405289.3,4195945.88,0,29,0,29,29,8,0,0,0,8,19951221100300,20060905225900
5824,200PED6,PED6,1408357.12,4190826.2,0,0,0,0,0,0,0,0,0,0,20010828095400,20060905230000
5825,200A103,A103,1409119.48,4194421.9,0,232,0,232,232,77,0,0,2,79,20010828095500,20060905230000
5826,200A104,A104,1409647.86,4194468.77,0,198,0,198,198,71,0,0,0,71,20010828095900,20060905230000
5827,200A102,A102,1409380.33,4194065.49,0,201,0,201,201,78,1,0,0,79,20010828100000,20060905230000
5428,449AL10,AL10,1403120.51,4195283.1,0,18,0,18,18,9,1,0,1,11,19951221105800,20060905225900
5724,519A406,A406,1407703.18,4196107.76,0,159,0,159,159,67,1,0,2,70,20010824161700,20060905230000
3068,063MS05,MS05,1415491.84,4188714.32,0,0,0,0,0,0,0,0,0,0,19951130115900,20060905225700
3069,063MS06,MS06,1415366.15,4188780.66,0,87,0,87,87,33,0,0,0,33,19951130115900,20060905225700
3070,063MT06,MT06,1415318.85,4188905.23,0,46,0,46,46,14,0,1,0,15,19951130115900,20060905225700
3071,063MT07,MT07,1415445.66,4188967.25,0,219,0,219,219,74,3,2,6,85,19951130120000,20060905225700
3072,063MV06,MV06,1415303.29,4189050.56,0,0,0,0,0,0,0,0,0,0,19951130120000,20060905225700
3073,063MW07,MW07,1415229.29,4189131.18,0,173,0,173,173,81,4,1,9,95,19951130120000,20060905225700
3074,063MX04,MX04,1415327.17,4189134.53,0,122,0,122,122,50,3,0,4,57,19951130120000,20060905225700
3075,063MX03,MX03,1415434.49,4189133.59,0,124,0,124,124,57,1,0,2,60,19951130120000,20060905225700
5661,003CD02,CD02,1423993.48,4197738.04,0,37,0,37,37,16,0,0,2,18,20010824093900,20060905230000
5662,003BP02,BP02,1423807.1,4197854.98,0,86,0,86,86,40,0,1,3,44,20010824093900,20060905230000
5771,449BY05,BY05,1404173.24,4193893.23,0,609,0,609,609,178,0,0,7,185,20010827120800,20060905230000
5772,449BM13,BM13,1406969.8,4192663.89,0,37,0,37,37,16,0,0,1,17,20010827121100,20060905230000
4602,162BB11,BB11,1410421.63,4193218.02,0,106,0,106,106,35,0,0,0,35,19951212143600,20060905225800
4603,162BB12,BB12,1410370.52,4193483.88,0,59,0,59,59,20,0,0,2,22,19951212143600,20060905225800
4604,162BB17,BB17,1410757.33,4193454.68,0,90,0,90,90,31,0,0,0,31,19951212143600,20060905225800
4901,281AN02,AN02,1410917.69,4190496.29,294.7,97,0,97,97,48,0,0,0,48,19951214135200,20060905225900
4902,281AN07,AN07,1410939.65,4190532.54,0,45,0,45,45,24,0,0,0,24,19951214135200,20060905225900
5348,449AV17,AV17,1405192.23,4195930.57,0,0,0,0,0,0,0,0,0,0,19951221100300,20060905225900
5518,119AS17,AS17,1421179.06,4189667.8,0,1011,0,1011,1011,414,2,3,12,431,20010821130800,20060905225900
5519,119AX28,AX28,1420930.05,4189671.86,0,55,0,55,55,20,0,0,0,20,20010821130900,20060905225900
5520,119AL02,AL02,1422435.59,4190673.29,0,130,0,130,130,41,0,0,9,50,20010821131700,20060905225900
5521,119AL03,AL03,1422646.17,4190690.29,0,525,0,525,525,129,0,0,0,129,20010821131900,20060905225900
5522,119AL04,AL04,1422668.08,4190438.25,0,262,0,262,262,84,0,0,7,91,20010821131900,20060905225900
5523,119AN21,AN21,1422872.48,4189571.03,0,0,0,0,0,0,0,0,0,0,20010821132700,20060905225900
5524,119AN19,AN19,1422566.07,4189838.53,0,418,0,418,418,216,2,4,7,229,20010821132800,20060905225900
5507,119AY25,AY25,1420414.05,4190199.94,0,194,0,194,194,106,0,2,2,110,20010821115900,20060905225900
5508,119AY24,AY24,1420571.43,4190293.68,0,70,0,70,70,29,1,0,0,30,20010821120000,20060905225900
5509,119AY22,AY22,1420821.9,4190445.98,0,78,0,78,78,21,0,0,2,23,20010821120600,20060905225900
5500,0130028,0028,1423461.15,4191829.22,0,343,0,343,343,100,0,0,4,104,20010820105000,20060905225900
5501,0130029,0029,1424132.06,4191611.58,0,358,0,358,358,124,0,0,3,127,20010820105300,20060905225900
5502,032AM11,AM11,1421359.08,4194513.88,0,23,0,23,23,6,0,0,2,8,20010820144700,20060905225900
5503,032AI21,AI21,1422444.92,4194724.89,0,191,0,191,191,70,0,1,0,71,20010820164500,20060905225900
5504,032AK16,AK16,1422538.08,4194992.6,0,55,0,55,55,20,0,0,2,22,20010821082600,20060905225900
5505,119AZ12,AZ12,1420617.03,4190535.82,0,21,0,21,21,7,0,0,1,8,20010821115500,20060905225900
5450,449AI05,AI05,1402045.93,4195185.66,0,50,0,50,50,19,0,1,2,22,19951221114300,20060905225900
5451,449AH03,AH03,1401849.95,4195343.1,0,20,0,20,20,6,0,0,0,6,19951221114300,20060905225900
5844,075AN07,AN07,1416401.63,4193545.39,0,170,0,170,170,50,0,0,1,51,20010828105100,20060905230000
5845,075AT02,AT02,1416497.66,4193284.96,0,947,0,947,947,356,0,1,5,362,20010828105100,20060905230000
5846,075AS05,AS05,1416722.36,4192893.62,0,68,0,68,68,24,0,0,3,27,20010828105100,20060905230000
5847,075AS06,AS06,1416822.24,4192621.36,0,273,0,273,273,122,0,2,6,130,20010828105200,20060905230000
5848,075AP03,AP03,1416929.88,4192337.24,0,4,0,4,4,2,0,0,0,2,20010828105200,20060905230000
5446,449AK18,AK18,1403624.07,4194666.79,0,220,0,220,220,82,0,0,0,82,19951221112800,20060905225900
5687,3760012,0012,1405368.44,4199390.22,0,230,0,230,230,77,0,0,2,79,20010824142000,20060905230000
5365,449AN25,AN25,1404575.04,4195980.52,0,104,0,104,104,37,0,0,0,37,19951221101300,20060905225900
5366,449AN29,AN29,1404442.6,4196119.96,0,22,0,22,22,8,0,0,0,8,19951221101300,20060905225900
5367,449AN28,AN28,1404419.09,4196067.16,0,19,0,19,19,8,0,0,0,8,19951221101300,20060905225900
5368,449AN16,AN16,1404386.22,4195998.31,0,14,0,14,14,6,0,0,0,6,19951221101300,20060905225900
5486,0650010,0010,1423287.69,4186787.26,0,225,0,225,225,80,1,0,9,90,20010817144300,20060905225900
5487,0650002,0002,1422884.3,4185846.23,0,163,0,163,163,67,0,0,5,72,20010817144300,20060905225900
5627,003AN03,AN03,1424977.51,4198927.19,0,184,0,184,184,69,1,0,1,71,20010824085600,20060905230000
5628,003AN02,AN02,1424821.41,4198882.64,0,149,0,149,149,55,2,0,0,57,20010824090100,20060905230000
5773,449BM12,BM12,1406491.1,4192723.18,0,30,0,30,30,10,0,0,0,10,20010827121200,20060905230000
5774,449BL13,BL13,1406632.57,4193295.35,0,53,0,53,53,19,0,0,0,19,20010827121400,20060905230000
5525,119AM22,AM22,1422412.3,4189907.65,0,15,0,15,15,6,0,1,0,7,20010821133000,20060905225900
5526,119AM21,AM21,1422304.96,4189902.93,0,46,0,46,46,20,0,0,0,20,20010821133100,20060905225900
5527,119AM20,AM20,1422190.73,4189902.67,0,6,0,6,6,3,0,0,0,3,20010821133200,20060905225900
5528,119AO19,AO19,1422547.76,4189430.4,0,142,0,142,142,60,1,0,8,69,20010821133700,20060905225900
5529,119AN20,AN20,1422436.96,4189522.31,0,717,0,717,717,306,0,1,8,315,20010821133800,20060905225900
5596,167AH17,AH17,1421541.91,4188189.17,0,12,0,12,12,7,0,0,0,7,20010822150300,20060905230000
5705,519B202,B202,1409616.13,4197385.75,0,323,0,323,323,91,1,0,2,94,20010824160600,20060905230000
5706,519B206,B206,1409205.74,4196994.37,0,328,0,328,328,107,0,0,1,108,20010824160700,20060905230000
5707,519B205,B205,1409600.23,4196937.05,0,285,0,285,285,107,0,1,1,109,20010824160800,20060905230000
5708,519B204,B204,1410077.81,4196801.19,0,302,0,302,302,99,2,0,1,102,20010824160800,20060905230000
5506,119AY23,AY23,1420612.05,4190405.29,0,36,0,36,36,13,0,0,1,14,20010821115800,20060905225900
5663,003BR02,BR02,1423416.83,4197730.73,0,73,0,73,73,28,0,0,1,29,20010824094000,20060905230000
5664,003BR03,BR03,1423428.66,4197434.09,0,616,0,616,616,248,1,0,28,277,20010824094000,20060905230000
5779,449BR05,BR05,1406566.94,4191223.76,0,31,0,31,31,14,0,0,1,15,20010827132800,20060905230000
5669,003BH01,BH01,1424313.26,4197150.35,0,118,0,118,118,41,0,0,2,43,20010824102800,20060905230000
5670,003CB01,BC01,1423809.87,4197157.06,0,70,0,70,70,29,0,0,3,32,20010824102900,20060905230000
5671,003BT01,BT01,1422667.26,4197394.94,0,8,0,8,8,3,0,0,1,4,20010824103000,20060905230000
5369,449AN32,AN32,1404481.19,4195790.06,0,206,0,206,206,67,0,0,0,67,19951221101300,20060905225900
5370,449AN01,AN01,1404639.03,4196173.71,0,175,0,175,175,48,0,0,2,50,19951221101300,20060905225900
5371,449AN12,AN12,1404187.47,4196262.5,0,0,0,0,0,0,0,0,0,0,19951221102300,20060905225900
5372,449AN08,AN08,1404242.31,4196068.15,0,83,0,83,83,24,0,0,0,24,19951221102300,20060905225900
5373,449AN11,AN11,1404007.59,4196013.67,0,24,0,24,24,8,0,0,0,8,19951221102300,20060905225900
5374,449AN09,AN09,1403889.33,4195885.48,0,0,0,0,0,0,0,0,0,0,19951221102300,20060905225900
5375,449AN10,AN10,1403764.89,4195971.38,0,0,0,0,0,0,0,0,0,0,19951221102300,20060905225900
5376,449AO01,AO01,1404672.04,4195478.41,0,21,0,21,21,6,0,0,0,6,19951221103100,20060905225900
5378,449AO03,AO03,1404679.63,4195293.96,0,30,0,30,30,12,0,0,0,12,19951221103100,20060905225900
5532,249AB31,AB31,1421315.09,4193260.66,0,86,0,86,86,30,0,0,2,32,20010822083100,20060905225900
5533,249AB32,AB32,1421788.29,4193343.4,0,74,0,74,74,23,0,0,1,24,20010822083300,20060905225900
5534,249AC22,AC22,1421778.76,4193224.55,0,82,0,82,82,30,0,0,0,30,20010822083500,20060905225900
5775,449BK08,BK08,1406835.72,4194078.92,0,13,0,13,13,5,0,0,1,6,20010827121500,20060905230000
5776,449AL11,AL11,1403342.14,4195464.82,35.5,0,0,0,0,0,0,0,0,0,20010827131500,20060905230000
5777,449AP40,AP40,1404606.58,4194423.02,0,0,0,0,0,0,0,0,0,0,20010827131700,20060905230000
5778,449BY13,BY13,1405059.05,4193879.37,0,65,0,65,65,25,0,2,1,28,20010827132300,20060905230000
5319,449AP02,AP02,1404498.6,4195138.85,0,66,0,66,66,24,0,0,1,25,19951220151000,20060905225900
5320,449AP36,AP36,1404234.08,4194888.05,0,91,0,91,91,24,0,1,0,25,19951220151000,20060905225900
5321,449AP37,AP37,1404269.4,4194717.47,0,40,0,40,40,11,0,0,0,11,19951220151000,20060905225900
5322,449AP38,AP38,1404236.54,4194644.13,0,175,0,175,175,46,1,0,0,47,19951220151000,20060905225900
5323,449AP22,AP22,1404418.51,4194641.82,279.5,1,0,1,1,1,0,0,0,1,19951220151200,20060905225900
5763,449BS05,BS05,1405257,4190378.49,0,3,0,3,3,1,0,0,0,1,20010827120300,20060905230000
5764,449BT10,BT10,1404151.38,4190571.52,0,0,0,0,0,0,0,0,0,0,20010827120400,20060905230000
5765,449BZ02,BZ02,1404084.26,4192112.08,0,283,0,283,283,98,0,1,5,104,20010827120500,20060905230000
5709,519D204,D204,1411014.33,4197134.1,0,298,0,298,298,107,0,0,0,107,20010824160900,20060905230000
5710,519D203,D203,1410883.78,4196578.68,0,105,0,105,105,48,0,0,1,49,20010824160900,20060905230000
5821,200A609,A609,1409795.67,4191869.52,0,218,0,218,218,81,0,0,4,85,20010828095300,20060905230000
6165,318KA07,KA07,1410129.83,4185407.2,0,82,0,82,82,33,0,0,0,33,20010831142200,20060905230000
5736,519PED7,PED7,1409118.92,4195323.15,0,68,0,68,68,11,0,0,0,11,20010827082300,20060905230000
5860,162AW09,AW09,1411766.66,4191344.89,0,26,0,26,26,11,0,0,1,12,20010828120300,20060905230000
4904,281AO09,AO09,1410619.52,4190379.55,0,20,0,20,20,8,0,0,0,8,19951214135500,20060905225900
4905,281AO11,AO11,1410634.95,4190226.01,0,12,0,12,12,7,0,0,0,7,19951214135500,20060905225900
4906,281AO13,AO13,1410704.9,4190275.73,0,54,0,54,54,19,0,0,1,20,19951214135500,20060905225900
4907,281AO14,AO14,1410803.5,4190313.21,0,44,0,44,44,16,0,0,0,16,19951214135500,20060905225900
