GID,IDENT,NUMERO,NUMERO_X,NUMERO_Y,NUMERO_O,POP_MUN,POP_CAP,POP_TOT,POP_SDC,NB_LOG_P,NB_LOG_S,NB_LOG_O,NB_LOG_V,NB_LOG_T,CDATE,MDATE
368,039AM15,AM15,1418786.17,4184841.71,0,42,0,42,42,19,0,1,3,23,19951114104200,20060905225400
369,039AM19,AM19,1418678.54,4184832.24,0,32,0,32,32,13,0,0,1,14,19951114104200,20060905225400
370,039AM14,AM14,1418665.12,4184884.4,0,36,0,36,36,16,0,0,1,17,19951114104200,20060905225400
371,039AM20,AM20,1418764.56,4184949.44,0,132,0,132,132,65,0,0,5,70,19951114104200,20060905225400
372,039AN01,AN01,1417464.31,4184728.4,0,42,0,42,42,18,0,0,2,20,19951114110900,20060905225400
373,039AN17,AN17,1417532.68,4184613.32,0,7,0,7,7,4,0,0,1,5,19951114110900,20060905225400
374,039AN16,AN16,1417572.88,4184449.92,0,107,0,107,107,54,0,0,2,56,19951114110900,20060905225400
375,039AN15,AN15,1417658.71,4184346.83,0,112,0,112,112,50,0,0,3,53,19951114110900,20060905225400
376,039AN22,AN22,1417717.06,4184472.94,0,63,0,63,63,30,0,1,3,34,19951114110900,20060905225400
377,039AN23,AN23,1417660.21,4184518.54,0,45,0,45,45,20,0,0,1,21,19951114110900,20060905225400
378,039AN18,AN18,1417671.28,4184593.03,0,69,0,69,69,23,0,0,4,27,19951114111000,20060905225400
379,039AN02,AN02,1417628.84,4184699.2,0,75,0,75,75,34,0,0,4,38,19951114111000,20060905225400
380,039AN03,AN03,1417702.21,4184759.27,0,56,0,56,56,24,0,0,0,24,19951114111000,20060905225400
381,039AN04,AN04,1417779.69,4184692.68,0,119,0,119,119,52,0,0,6,58,19951114111000,20060905225400
382,039AN21,AN21,1417807.6,4184513.78,0,81,0,81,81,35,0,0,3,38,19951114111000,20060905225400
383,039AN14,AN14,1417902.37,4184440.1,0,80,0,80,80,38,0,0,9,47,19951114111000,20060905225400
384,039AN12,AN12,1417976.35,4184371.8,0,94,0,94,94,37,0,0,1,38,19951114111000,20060905225400
385,039AN13,AN13,1417840.66,4184326.16,0,27,0,27,27,13,0,0,0,13,19951114111000,20060905225400
252,522BN03,BN03,1414767.32,4183958.72,0,37,0,37,37,15,0,0,1,16,19951113144900,20060905225400
253,522BN06,BN06,1414942.75,4183880.29,313.4,55,0,55,55,31,0,0,5,36,19951113144900,20060905225400
649,550CM20,CM20,1416021.23,4180244.7,297.8,4,0,4,4,2,0,0,0,2,19951116155200,20060905225500
482,039AE06,AE06,1419907.75,4185769.81,0,73,0,73,73,36,0,0,3,39,19951114163900,20060905225400
483,039AE04,AE04,1420055.81,4185849.21,0,42,0,42,42,18,0,0,0,18,19951114163900,20060905225400
484,039AE03,AE03,1420303.85,4185927.73,0,13,0,13,13,6,0,0,0,6,19951114164200,20060905225400
485,039AE15,AE15,1420236.85,4186089.72,0,14,0,14,14,7,0,0,1,8,19951114164700,20060905225400
486,039AE14,AE14,1420055.3,4185991.32,0,18,0,18,18,8,0,0,1,9,19951114164700,20060905225400
487,039AE13,AE13,1420000.59,4185953.19,0,73,0,73,73,25,0,1,3,29,19951114164700,20060905225400
488,039AE12,AE12,1419935.34,4185915.18,0,87,0,87,87,38,0,0,4,42,19951114164700,20060905225400
489,039AE11,AE11,1419856,4185870.25,0,97,0,97,97,32,0,0,1,33,19951114164700,20060905225400
490,039AH07,AH07,1420119.33,4185691.64,0,26,0,26,26,14,0,0,2,16,19951115092800,20060905225400
491,039AH09,AH09,1419852.39,4185658.88,0,28,0,28,28,14,0,0,0,14,19951115092800,20060905225400
492,039AH06,AH06,1419698.24,4185686.55,0,16,0,16,16,6,0,0,1,7,19951115092800,20060905225400
493,039AH05,AH05,1419697.58,4185615.69,59,19,0,19,19,11,0,0,0,11,19951115092900,20060905225400
494,039AH04,AH04,1419625.56,4185599.47,0,30,0,30,30,13,0,0,0,13,19951115092900,20060905225400
495,039AH02,AH02,1419568.81,4185517.37,54.3,23,0,23,23,10,0,0,0,10,19951115092900,20060905225400
496,039AH03,AH03,1419604.13,4185497.62,55.5,37,0,37,37,17,0,0,1,18,19951115092900,20060905225400
497,039AH01,AH01,1419532.93,4185438.89,0,45,0,45,45,23,0,0,0,23,19951115092900,20060905225400
498,039AH10,AH10,1419829.38,4185436.29,0,175,0,175,175,66,0,0,2,68,19951115092900,20060905225400
386,039AN20,AN20,1417927.56,4184543.95,0,54,0,54,54,25,0,0,3,28,19951114111000,20060905225400
151,522AL03,AL03,1415599.25,4185352.22,0,41,0,41,41,23,0,0,0,23,19951113114500,20060905225400
152,522AI11,AI11,1415202.61,4185684.42,0,28,0,28,28,11,0,0,0,11,19951113114500,20060905225400
153,522AN20,AN20,1416134.55,4185627.99,0,66,0,66,66,36,1,0,3,40,19951113114500,20060905225400
154,522AN21,AN21,1416021.32,4185677,0,29,0,29,29,14,0,0,0,14,19951113114500,20060905225400
196,522AN04,AN04,1416609.36,4185918.39,0,40,0,40,40,20,0,1,4,25,19951113114500,20060905225400
197,522AR14,AR14,1416337.64,4186144.13,0,38,0,38,38,14,0,0,0,14,19951113114500,20060905225400
198,522AS20,AS20,1417056.77,4185731.97,0,86,0,86,86,35,0,0,3,38,19951113114500,20060905225400
199,522AS06,AS06,1417062.45,4185831.18,0,85,0,85,85,54,0,0,8,62,19951113114500,20060905225400
200,522AS01,AS01,1416741.99,4185802.75,13,62,0,62,62,37,0,0,4,41,19951113114500,20060905225400
201,522AR11,AR11,1416731.53,4185879.75,0,111,0,111,111,57,0,0,0,57,19951113114500,20060905225400
202,522AR06,AR06,1416973.46,4186085.74,0,70,0,70,70,36,1,3,0,40,19951113114500,20060905225400
203,522AR24,AR24,1416856.91,4186029.12,0,100,0,100,100,46,0,2,5,53,19951113114500,20060905225400
204,522AR23,AR23,1416870.19,4186085.04,0,75,0,75,75,35,0,0,3,38,19951113114500,20060905225400
205,522AR22,AR22,1416877.05,4186136.2,0,62,0,62,62,27,1,0,1,29,19951113114500,20060905225400
206,522AR05,AR05,1416876.77,4186195.44,0,46,0,46,46,25,0,1,2,28,19951113114500,20060905225400
207,522AR20,AR20,1416650.1,4186178.2,0,44,0,44,44,24,0,0,8,32,19951113114500,20060905225400
208,522AR29,AR29,1416753.79,4186137.27,0,147,0,147,147,100,1,4,11,116,19951113114500,20060905225400
209,522AO12,AO12,1415954.02,4186271.19,29.4,9,0,9,9,6,0,0,2,8,19951113114500,20060905225400
210,522AO13,AO13,1416032.6,4186313.29,0,34,0,34,34,21,0,0,2,23,19951113114500,20060905225400
211,522AR17,AR17,1416504.35,4186352.37,0,48,0,48,48,19,1,0,5,25,19951113114500,20060905225400
212,522AR27,AR27,1416490.64,4186248.44,0,61,0,61,61,29,0,1,2,32,19951113114500,20060905225400
213,522AR35,AR35,1416356.67,4186308.83,0,70,0,70,70,42,0,0,4,46,19951113114500,20060905225400
214,522AO02,AO02,1416141.13,4186366.78,0,204,0,204,204,64,0,0,3,67,19951113114500,20060905225400
88,522AN08,AN08,1416315.17,4185595.99,0,107,0,107,107,50,0,0,2,52,19951113114500,20060905225400
89,522AN19,AN19,1416223.16,4185691.24,0,60,0,60,60,36,2,0,3,41,19951113114500,20060905225400
481,039AE01,AE01,1420072.64,4186168.34,0,93,0,93,93,33,0,0,3,36,19951114163800,20060905225400
943,192AE17,AE17,1415582.63,4181297.18,0,58,0,58,58,21,1,1,1,24,19951121160700,20060905225500
944,192AE01,AE01,1415341.06,4181598.58,0,46,0,46,46,20,0,0,0,20,19951121155200,20060905225500
945,192CW01,CW01,1415938.15,4181560.44,0,89,0,89,89,33,0,0,0,33,19951121161500,20060905225500
946,192AT21,AT21,1414207.52,4181328.73,0,31,0,31,31,15,0,0,2,17,19951122102600,20060905225500
947,192AE09,AE09,1415271.03,4181406.79,0,73,0,73,73,31,0,0,2,33,19951121155500,20060905225500
948,192AE10,AE10,1415563.14,4181520.69,0,32,0,32,32,13,0,0,0,13,19951121155500,20060905225500
949,192CW02,CW02,1416051.04,4181443,0,62,0,62,62,19,1,0,2,22,19951121161500,20060905225500
950,192CA02,CA02,1412348.79,4181460.06,0,14,0,14,14,5,0,1,0,6,19951122115600,20060905225500
951,192AT29,AT29,1414088.34,4181035.97,0,35,0,35,35,13,0,1,3,17,19951122102600,20060905225500
953,192AT24,AT24,1414126.47,4181238.56,0,11,0,11,11,8,0,1,0,9,19951122102600,20060905225500
954,192CC04,CC04,1413238.34,4182304.3,0,69,0,69,69,19,0,0,0,19,19951122115000,20060905225500
149,522AW05,AW05,1416962.26,4184566.72,0,38,0,38,38,16,0,0,2,18,19951113114500,20060905225400
150,522AI12,AI12,1415059.14,4185661.8,0,87,0,87,87,48,0,0,1,49,19951113114500,20060905225400
569,550AK06,AK06,1416347.95,4182858.36,0,80,0,80,80,45,0,1,12,58,19951116102900,20060905225400
570,550AM02,AM02,1417651.65,4182451.44,0,514,0,514,514,207,2,0,8,217,19951116112900,20060905225400
571,550AM03,AM03,1417386.34,4182324.89,0,171,0,171,171,64,0,1,1,66,19951116113000,20060905225400
572,550AM01,AM01,1417167.76,4182384.8,0,106,0,106,106,14,0,0,1,15,19951116113000,20060905225400
573,550AL04,AL04,1417006.83,4182308.9,0,16,0,16,16,7,0,0,2,9,19951116113100,20060905225400
574,550AL05,AL05,1417001.2,4182217.12,0,4,0,4,4,2,0,0,0,2,19951116113100,20060905225400
575,550AM11,AM11,1417306.73,4182064.6,0,44,0,44,44,17,0,0,0,17,19951116113100,20060905225400
576,550AM13,AM13,1417367.64,4182213.89,0,79,0,79,79,31,0,0,4,35,19951116113100,20060905225400
577,550AM10,AM10,1417413.27,4182089.45,0,49,0,49,49,24,0,0,0,24,19951116113100,20060905225400
578,550AM14,AM14,1417499.44,4182180.51,0,14,0,14,14,8,0,0,0,8,19951116113100,20060905225400
579,550AM09,AM09,1417544.07,4182125.35,0,33,0,33,33,15,0,0,0,15,19951116113100,20060905225400
580,550AM08,AM08,1417608.11,4182079.68,0,32,0,32,32,15,0,0,0,15,19951116113200,20060905225400
581,550AM07,AM07,1417685.14,4182045.18,0,10,0,10,10,5,0,0,0,5,19951116113200,20060905225400
582,550AM16,AM16,1417760.08,4182161.83,0,176,0,176,176,108,0,1,4,113,19951116113200,20060905225400
583,550AM05,AM05,1417766.68,4181973.58,0,0,0,0,0,0,0,0,0,0,19951116113200,20060905225400
584,550AL07,AL07,1416937.67,4182197.08,322.5,3,0,3,3,1,0,0,0,1,19951116131900,20060905225400
585,550AL03,AL03,1416734.74,4182143.74,0,38,0,38,38,17,0,1,2,20,19951116132000,20060905225400
586,550CR04,CR04,1415879.32,4182233.38,0,5,0,5,5,2,0,0,0,2,19951116133700,20060905225400
1040,192BN04,BN04,1414589.12,4180744.82,0,141,0,141,141,79,0,2,2,83,19951122164800,20060905225500
1041,192AI06,AI06,1415251.3,4179994.49,0,4,0,4,4,1,0,0,0,1,19951122165800,20060905225500
1042,192BC18,BC18,1415126.9,4180347.33,76,139,0,139,139,54,0,0,0,54,19951123091300,20060905225500
1043,192BC13,BC13,1415164.64,4180123.73,0,38,0,38,38,12,0,0,0,12,19951123091300,20060905225500
1044,192BC15,BC15,1415156.79,4180326.08,0,67,0,67,67,22,0,0,0,22,19951123091400,20060905225500
1045,192BC16,BC16,1415196.67,4180385.99,300.1,34,0,34,34,15,0,0,1,16,19951123091400,20060905225500
1046,192BC17,BC17,1415060.81,4180476.24,0,44,0,44,44,19,0,0,0,19,19951123091400,20060905225500
805,550AT02,AT02,1421487.13,4180970.86,0,9,0,9,9,3,0,0,1,4,19951117134100,20060905225500
806,550AV01,AV01,1420255.16,4181484.8,0,129,0,129,129,45,0,0,1,46,19951117134600,20060905225500
807,550AV02,AV02,1420099.95,4181277.53,0,29,0,29,29,10,0,0,0,10,19951117134600,20060905225500
808,550AW01,AW01,1420475.71,4181093.22,0,113,0,113,113,41,0,0,2,43,19951117140100,20060905225500
809,550AW08,AW08,1420785.02,4180957.74,0,0,0,0,0,0,0,0,0,0,19951117140100,20060905225500
810,550AW05,AW05,1420898.28,4180997.48,0,13,0,13,13,5,0,0,0,5,19951117140100,20060905225500
812,550AW03,AW03,1420834.48,4180718.85,0,0,0,0,0,0,0,0,0,0,19951117140200,20060905225500
21,522AI13,AI13,1415077.22,4185726.91,0,11,0,11,11,5,0,0,0,5,19951110140400,20060905225400
897,192CH07,CH07,1414115.55,4181892.16,0,56,0,56,56,22,0,0,2,24,19951122113000,20060905225500
898,192CH02,CH02,1413627.09,4181626.12,0,9,0,9,9,5,0,0,0,5,19951122113100,20060905225500
899,192AD12,AD12,1415413.23,4181746.04,0,135,0,135,135,61,0,0,2,63,19951121114600,20060905225500
900,192CH01,CH01,1413600.17,4181577.9,0,42,0,42,42,23,0,0,1,24,19951122113100,20060905225500
901,192CH09,CH09,1414154.44,4181664.65,0,5,0,5,5,2,0,0,0,2,19951122113000,20060905225500
902,192BL06,BL06,1414465.65,4181752.7,0,190,0,190,190,77,0,1,0,78,19951121135300,20060905225500
903,192AT33,AT33,1413913.39,4181291.93,0,16,0,16,16,6,0,0,0,6,19951122104100,20060905225500
904,192BL03,BL03,1414992.79,4181589.74,0,556,0,556,556,292,4,3,15,314,19951121135300,20060905225500
906,192CH10,CH10,1413984.19,4181591.18,0,300,0,300,300,60,0,0,2,62,19951122113400,20060905225500
907,192AT26,AT26,1414181.45,4181118.44,0,24,0,24,24,10,0,0,0,10,19951122102600,20060905225500
908,192CC05,CC05,1413063.74,4182232.22,0,85,0,85,85,26,0,0,1,27,19951122115000,20060905225500
155,522AN11,AN11,1415984.13,4185689.54,282.7,12,0,12,12,7,0,0,2,9,19951113114500,20060905225400
156,522AK05,AK05,1415786.96,4185696.66,0,44,0,44,44,19,1,0,0,20,19951113114500,20060905225400
157,522AK04,AK04,1415884.62,4185697.41,0,148,0,148,148,93,2,1,10,106,19951113114500,20060905225400
158,522AM04,AM04,1416586.94,4185525.04,0,45,0,45,45,17,0,0,1,18,19951113114500,20060905225400
159,522AM03,AM03,1416178.89,4185283.45,0,12,0,12,12,4,0,1,5,10,19951113114500,20060905225400
160,522AM07,AM07,1416670.49,4185248.9,0,27,0,27,27,13,0,1,1,15,19951113114500,20060905225400
161,522AM05,AM05,1416682.4,4185517.83,0,7,0,7,7,4,0,0,0,4,19951113114500,20060905225400
162,522AN06,AN06,1416614.44,4185583.76,0,60,0,60,60,35,0,3,2,40,19951113114500,20060905225400
163,522AS18,AS18,1417081.22,4185597.29,0,35,0,35,35,14,1,1,3,19,19951113114500,20060905225400
164,522AS10,AS10,1417095.09,4185536.34,0,40,0,40,40,14,0,0,0,14,19951113114500,20060905225400
165,522AS13,AS13,1416873.09,4185585.19,303.6,39,0,39,39,22,0,0,3,25,19951113114500,20060905225400
166,522AS14,AS14,1416924.24,4185587.45,0,66,0,66,66,31,0,0,1,32,19951113114500,20060905225400
167,522AS15,AS15,1416937.87,4185675.8,286.1,33,0,33,33,14,0,0,3,17,19951113114500,20060905225400
168,522AS16,AS16,1416982.57,4185666.99,0,61,0,61,61,26,0,1,3,30,19951113114500,20060905225400
169,522AS17,AS17,1417002.7,4185588.38,0,40,0,40,40,18,0,0,1,19,19951113114500,20060905225400
170,522AS11,AS11,1417016.65,4185537.02,0,22,0,22,22,9,0,0,3,12,19951113114500,20060905225400
444,039BC01,BC01,1418049.77,4182962.75,0,46,0,46,46,18,1,0,2,21,19951114152800,20060905225400
845,550BI04,BI04,1419191.55,4180834.32,0,0,0,0,0,0,0,0,0,0,19951117160100,20060905225500
846,550AY01,AY01,1419713.32,4180837.35,0,129,0,129,129,47,0,1,3,51,19951117160700,20060905225500
847,550AY02,AY02,1420006.3,4180804.44,0,39,0,39,39,18,0,0,0,18,19951117160700,20060905225500
848,550AY03,AY03,1419945.07,4180740.93,0,48,0,48,48,21,0,0,1,22,19951117160700,20060905225500
849,550AY04,AY04,1419835.17,4180509.31,0,372,0,372,372,125,0,1,3,129,19951117160700,20060905225500
850,550AY05,AY05,1419451.3,4180556.49,0,0,0,0,0,0,0,0,1,1,19951117160800,20060905225500
851,550AY06,AY06,1419333.01,4180520.44,0,9,0,9,9,3,0,0,0,3,19951117160800,20060905225500
852,550AY07,AY07,1419395.62,4180742.37,0,128,0,128,128,22,0,0,0,22,19951117160800,20060905225500
853,550AY08,AY08,1419710.27,4180739.62,0,0,0,0,0,0,0,0,0,0,19951117160800,20060905225500
854,550AY09,AY09,1419834.16,4180726.5,0,0,0,0,0,0,0,0,0,0,19951117160800,20060905225500
855,550AY10,AY10,1419915.5,4180660.46,0,50,0,50,50,23,0,0,0,23,19951117160800,20060905225500
856,550AY11,AY11,1419711.78,4180669.07,0,29,0,29,29,13,0,0,1,14,19951117160900,20060905225500
858,550AX03,AX03,1420546.59,4180546.97,0,0,0,0,0,0,0,0,0,0,19951117161600,20060905225500
859,550AX02,AX02,1419998.7,4180217.49,0,48,0,48,48,2,0,0,0,2,19951120093900,20060905225500
650,550CM21,CM21,1416051.34,4180251.9,0,34,0,34,34,14,0,0,0,14,19951116155300,20060905225500
651,550CM15,CM15,1415965.18,4180224.82,0,47,0,47,47,17,0,0,2,19,19951116155300,20060905225500
652,550CM18,CM18,1415901.76,4180305.24,0,0,0,0,0,0,0,0,0,0,19951116155300,20060905225500
653,550CM19,CM19,1415909.47,4180219.26,0,18,0,18,18,8,0,0,0,8,19951116155300,20060905225500
654,550CM16,CM16,1415917.25,4180140.53,0,19,0,19,19,8,0,0,0,8,19951116155300,20060905225500
655,550CM17,CM17,1415874.43,4180188.33,81.8,28,0,28,28,13,0,0,0,13,19951116155300,20060905225500
656,550BZ38,BZ38,1415892.31,4179967.74,281,36,0,36,36,16,0,0,0,16,19951116160100,20060905225500
657,550BZ39,BZ39,1415954.3,4179722.4,0,21,0,21,21,9,0,0,0,9,19951116160100,20060905225500
658,550BZ12,BZ12,1415950.05,4179681.88,339.2,7,0,7,7,3,0,0,0,3,19951116160100,20060905225500
659,550BZ11,BZ11,1416002.96,4179660.53,340.1,2,0,2,2,1,0,0,1,2,19951116160100,20060905225500
660,550BZ10,BZ10,1416039.72,4179689.08,0,18,0,18,18,8,0,0,0,8,19951116160100,20060905225500
661,550BZ29,BZ29,1416086.49,4179745.23,0,30,0,30,30,12,0,0,0,12,19951116160100,20060905225500
662,550BZ30,BZ30,1416017.07,4179843.55,0,31,0,31,31,15,0,0,1,16,19951116160100,20060905225500
663,550BZ31,BZ31,1415955.56,4179866.37,0,32,0,32,32,11,0,0,1,12,19951116160100,20060905225500
664,550BZ37,BZ37,1416094.21,4179844.59,0,30,0,30,30,12,0,0,0,12,19951116160100,20060905225500
665,550BZ28,BZ28,1416154.03,4179823.49,0,21,0,21,21,12,0,0,0,12,19951116160200,20060905225500
666,550BZ08,BZ08,1416264.7,4179738.53,0,28,0,28,28,13,0,0,0,13,19951116160200,20060905225500
667,550BZ07,BZ07,1416423.59,4179678.86,0,10,0,10,10,6,0,0,0,6,19951116160200,20060905225500
668,550BZ06,BZ06,1416424.3,4179759.41,0,14,0,14,14,7,0,0,0,7,19951116160200,20060905225500
669,550BZ25,BZ25,1416375.47,4179859.26,0,15,0,15,15,8,0,0,1,9,19951116160200,20060905225500
670,550BZ24,BZ24,1416436.5,4179874.06,70.5,0,0,0,0,0,0,0,0,0,19951116160200,20060905225500
671,550BZ26,BZ26,1416312.27,4179885.53,0,0,0,0,0,0,0,0,0,0,19951116160200,20060905225500
774,550BV12,BV12,1417534.74,4179116.68,0,115,0,115,115,36,0,0,0,36,19951117102200,20060905225500
775,550BV04,BV04,1417611.54,4178970.13,0,0,0,0,0,0,0,0,0,0,19951117102200,20060905225500
776,550BV05,BV05,1417212.22,4178889.38,0,62,0,62,62,17,0,0,0,17,19951117103500,20060905225500
777,550BV10,BV10,1417192.71,4179006.67,0,39,0,39,39,16,1,0,0,17,19951117103500,20060905225500
778,550BV08,BV08,1417108.44,4179003.3,0,22,0,22,22,6,0,0,0,6,19951117103600,20060905225500
779,550BV09,BV09,1417069.99,4179071.44,0,49,0,49,49,18,0,0,0,18,19951117103600,20060905225500
780,550BV01,BV01,1417046.42,4179194.93,0,113,0,113,113,35,0,0,0,35,19951117103600,20060905225500
781,550BX01,BX01,1416115.99,4179169.05,0,62,0,62,62,21,0,0,0,21,19951117105000,20060905225500
782,550BX04,BX04,1416875.79,4179150.81,0,116,0,116,116,31,0,0,2,33,19951117105100,20060905225500
783,550BW20,BW20,1416851.58,4178650.77,0,60,0,60,60,21,0,0,0,21,19951117105200,20060905225500
785,550BW19,BW19,1417031.22,4178648.12,44.7,21,0,21,21,6,0,0,0,6,19951117105800,20060905225500
786,550BW18,BW18,1417120.41,4178754.25,0,19,0,19,19,7,0,0,1,8,19951117105900,20060905225500
673,550BZ32,BZ32,1415929.44,4180014.01,0,20,0,20,20,8,0,0,0,8,19951116160200,20060905225500
445,039BC04,BC04,1417918.55,4182843.2,0,9,0,9,9,3,0,0,0,3,19951114152800,20060905225400
446,039BD09,BD09,1418142.42,4182462.58,0,30,0,30,30,5,0,0,0,5,19951114153900,20060905225400
447,039BD03,BD03,1418372.74,4182278.33,0,42,0,42,42,12,0,0,1,13,19951114153900,20060905225400
448,039BD10,BD10,1418120.67,4182140.91,0,36,0,36,36,19,0,0,1,20,19951114154000,20060905225400
449,039BD05,BD05,1417910.76,4182223.2,0,20,0,20,20,12,0,1,0,13,19951114154000,20060905225400
450,039BD11,BD11,1418031.34,4182210.32,0,6,0,6,6,3,0,0,0,3,19951114154000,20060905225400
451,039BD07,BD07,1418151.87,4182190.33,0,12,0,12,12,8,0,0,0,8,19951114154000,20060905225400
452,039AD01,AD01,1418906.19,4185084.74,0,64,0,64,64,28,0,0,1,29,19951114160400,20060905225400
453,039AD04,AD04,1418970.45,4185212.24,0,131,0,131,131,66,1,0,3,70,19951114160400,20060905225400
454,039AD02,AD02,1419006.23,4185090.88,0,74,0,74,74,33,0,0,2,35,19951114160400,20060905225400
455,039AD03,AD03,1419102.71,4185090.03,0,38,0,38,38,17,0,0,2,19,19951114160400,20060905225400
456,039AD08,AD08,1419014.03,4184980.29,0,131,0,131,131,51,0,0,8,59,19951114160400,20060905225400
457,039AD09,AD09,1419131.69,4185395.03,0,479,0,479,479,144,0,1,2,147,19951114160400,20060905225400
458,039AD11,AD11,1419354.64,4185612.37,0,370,0,370,370,122,0,0,5,127,19951114160400,20060905225400
741,550BY06,BY06,1416412.93,4179610.43,0,9,0,9,9,5,0,0,0,5,19951116165100,20060905225500
742,550BY24,BY24,1416649.04,4179852.82,0,71,0,71,71,35,0,0,1,36,19951117093100,20060905225500
1831,063DU11,DU11,1417353.27,4187342.11,0,125,0,125,125,90,0,1,13,104,19951128115700,20060905225600
308,522BE04,BE04,1416665.25,4183433.27,0,40,0,40,40,12,0,0,0,12,19951113164200,20060905225400
309,522BD08,BD08,1416546.98,4183517.8,0,12,0,12,12,4,0,1,0,5,19951113164300,20060905225400
310,522BD09,BD09,1416501.02,4183564.57,0,118,0,118,118,38,1,0,0,39,19951113164300,20060905225400
311,522BD07,BD07,1416605.28,4183644.04,0,268,0,268,268,131,0,1,3,135,19951113164300,20060905225400
312,522BD04,BD04,1416775.02,4183610.1,0,56,0,56,56,23,0,0,0,23,19951113164400,20060905225400
313,039AB17,AB17,1417420.88,4185163.49,0,55,0,55,55,27,0,0,2,29,19951114094000,20060905225400
314,039AB18,AB18,1417511.99,4185150.42,0,60,0,60,60,27,0,0,1,28,19951114094000,20060905225400
315,039AB19,AB19,1417591.23,4185183.05,0,91,0,91,91,50,2,0,2,54,19951114094100,20060905225400
316,039AB20,AB20,1417682.38,4185173.48,0,76,0,76,76,37,0,0,4,41,19951114094100,20060905225400
317,039AB16,AB16,1417509.37,4185050.44,0,114,0,114,114,55,1,0,4,60,19951114094100,20060905225400
318,039AB15,AB15,1417476.44,4184896.34,0,199,0,199,199,99,0,0,12,111,19951114094100,20060905225400
319,039AB14,AB14,1417582.9,4184832.25,0,54,0,54,54,27,0,0,2,29,19951114094100,20060905225400
320,039AB13,AB13,1417646.44,4184877.31,0,40,0,40,40,20,0,0,1,21,19951114094100,20060905225400
321,039AB24,AB24,1417653.34,4184958.23,47.2,35,0,35,35,21,0,0,1,22,19951114094100,20060905225400
322,039AB12,AB12,1417701.05,4184902.27,0,50,0,50,50,24,0,0,2,26,19951114094100,20060905225400
323,039AB11,AB11,1417831.33,4184953.77,0,132,0,132,132,58,0,0,4,62,19951114094200,20060905225400
324,039AB10,AB10,1418037.64,4184873.01,0,74,0,74,74,32,0,0,2,34,19951114094200,20060905225400
325,039AB23,AB23,1417983.24,4184959.75,0,51,0,51,51,21,0,0,2,23,19951114094200,20060905225400
761,550BS02,BS02,1417489.21,4179548.56,0,128,0,128,128,51,0,0,0,51,19951117094200,20060905225500
762,550BS08,BS08,1417537.38,4179652.92,0,27,0,27,27,12,0,0,0,12,19951117094200,20060905225500
763,550BS09,BS09,1417639.16,4179777.36,0,69,0,69,69,29,0,0,1,30,19951117094200,20060905225500
764,550BS10,BS10,1417659.79,4179553.22,0,115,0,115,115,43,1,0,0,44,19951117094300,20060905225500
765,550BR01,BR01,1417972.57,4179723.1,0,304,0,304,304,128,1,0,4,133,19951117095000,20060905225500
766,550BO07,BO07,1418336.34,4179616.17,0,57,0,57,57,22,0,0,1,23,19951117095000,20060905225500
767,550BO06,BO06,1418433.53,4179453.01,0,62,0,62,62,24,1,0,3,28,19951117095000,20060905225500
768,550BR02,BR02,1418147.53,4179524.32,0,229,0,229,229,66,0,0,0,66,19951117095000,20060905225500
769,550BR03,BR03,1417842.28,4179391.39,0,7,0,7,7,5,0,0,0,5,19951117095100,20060905225500
770,550BP01,BP01,1418117.07,4179331.46,0,108,0,108,108,35,0,0,0,35,19951117095100,20060905225500
771,550BP03,BP03,1418130.67,4179006.71,0,4,0,4,4,1,0,0,0,1,19951117100000,20060905225500
772,550BW13,BW13,1417834.56,4178812.51,0,0,0,0,0,0,0,0,0,0,19951117100100,20060905225500
773,550BV11,BV11,1417414.66,4179247.17,0,94,0,94,94,30,0,0,0,30,19951117102200,20060905225500
787,550BW04,BW04,1417202.81,4178751.8,0,0,0,0,0,0,0,0,0,0,19951117110400,20060905225500
587,550CP03,CP03,1416262.4,4181739.48,0,0,0,0,0,0,0,0,0,0,19951116135200,20060905225500
588,550AN07,AN07,1417426.7,4181784.04,0,24,0,24,24,11,0,0,2,13,19951116140200,20060905225500
589,550AN10,AN10,1417374.57,4181902.1,0,38,0,38,38,15,0,0,2,17,19951116140200,20060905225500
590,550AN11,AN11,1417450.49,4181925.59,0,28,0,28,28,11,1,0,0,12,19951116140200,20060905225500
591,550AN06,AN06,1417496.25,4181815.65,0,36,0,36,36,13,0,0,1,14,19951116140200,20060905225500
592,550AN01,AN01,1417512.02,4181960.5,0,37,0,37,37,16,0,0,1,17,19951116140200,20060905225500
593,550AN05,AN05,1417580.51,4181871.29,0,43,0,43,43,17,0,0,1,18,19951116140200,20060905225500
594,550AN02,AN02,1417573.49,4181988.95,0,23,0,23,23,12,0,0,0,12,19951116140200,20060905225500
595,550AN03,AN03,1417646.07,4181999.6,0,11,0,11,11,7,0,0,0,7,19951116140200,20060905225500
596,550AN04,AN04,1417690.69,4181942.83,0,27,0,27,27,12,0,0,1,13,19951116140200,20060905225500
597,550CO06,CO06,1416735.19,4181065.98,0,101,0,101,101,42,1,0,1,44,19951116143900,20060905225500
598,550CO07,CO07,1416809.01,4181181.53,0,45,0,45,45,16,0,0,0,16,19951116143900,20060905225500
599,550CO08,CO08,1416917.82,4181137.18,0,106,0,106,106,51,0,1,3,55,19951116143900,20060905225500
600,550CO05,CO05,1416876.24,4181025.54,0,28,0,28,28,12,0,1,0,13,19951116143900,20060905225500
