,type,street_simple,code_riv,street_full,code_commune,type_full,code_riv_commune,COM_code_commune,COM_code_ilot,COM_nom_commune_maj,COM_abscisse,COM_ordonne,COM_orientation,COM_nom_commune,COM_date_creation,COM_date_modifiction,ILOT_code_ilot_normalise,ILOT_pop_municipale,ILOT_pop_compté_a_part,ILOT_pop_totale,ILOT_pop_sans_double_compte,ILOT_nbr_residence_prin,ILOT_nbr_residence_secon,ILOT_NB_LOG_O,ILOT_nbr_logement_vancant,ILOT_nbr_logement_total,QUAR_code_rivoli,QUAR_nom_quartier,QUAR_nom_voie,QUAR_type,QUAR_code_rivoli_commune,nom_street_1,nom_street_2,prenoms_join_1,sexe_join_1,nombre_prenoms_sexe_join_1,nombre_prenoms_join_1,proportion_join_1,prenoms_join_2,sexe_join_2,nombre_prenoms_sexe_join_2,nombre_prenoms_join_2,proportion_join_2,title_name_1,title_genre_1,title_name_2,title_genre_2,title_coef,street_genre,perso_nom_1,perso_genre_1,perso_nom_2,perso_genre_2
1628,rue,JOLIOT-CURIE,0497,Rue Joliot-Curie ,3,Rue,04973ru,3,96,CARBONBLANC,1423406.23,4195318.53,0,Carbon-Blanc,19920310181800,20080925154304,96.0,6620.0,0.0,6620.0,6620.0,2567.0,17.0,13.0,62.0,2659.0,,,,,,joliot-curie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1629,rue,JOLIOT-CURIE,0492,Rue Joliot-Curie ,26,Rue,049226ru,26,434,SAINTLOUISDEMONTFERRAND,1420910.0,4203059.5,0,Saint-Louis-de-Montferrand,19920310181800,20080925154512,434.0,1864.0,0.0,1864.0,1864.0,625.0,2.0,0.0,50.0,677.0,,,,,,joliot-curie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1630,bd,JOLIOT-CURIE,4745,Boulevard Joliot-Curie ,18,Boulevard,474518bo,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4745,Bastide,BOULEVARD JOLIOT CURIE,boulevard,474518bo,joliot-curie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1631,all,JOLIOT-CURIE,5078,Allée Joliot-Curie ,16,Allée,507816al,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,joliot-curie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1632,pce,KLEINOSTHEIM,0428,Place Kleinostheim ,20,Place,042820pl,20,32,BASSENS,1420917.39,4196043.49,0,Bassens,19920310181800,20080925154132,32.0,6978.0,0.0,6978.0,6978.0,2569.0,6.0,12.0,90.0,2677.0,,,,,,kleinostheim,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1633,rue,LA ROCHEFOUCAULD,0453,Rue la Rochefoucauld ,20,Rue,045320ru,20,32,BASSENS,1420917.39,4196043.49,0,Bassens,19920310181800,20080925154132,32.0,6978.0,0.0,6978.0,6978.0,2569.0,6.0,12.0,90.0,2677.0,,,,,,rochefoucauld,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1634,rue,LAFAYETTE,0436,Rue Lafayette ,20,Rue,043620ru,20,32,BASSENS,1420917.39,4196043.49,0,Bassens,19920310181800,20080925154132,32.0,6978.0,0.0,6978.0,6978.0,2569.0,6.0,12.0,90.0,2677.0,,,,,,lafayette,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,lafayette,M,,Inconnu
1635,rue,LAFAYETTE,5020,Rue Lafayette ,18,Rue,502018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,5020,Centre-ville,RUE LAFAYETTE,rue,502018ru,lafayette,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,lafayette,M,,Inconnu
1636,rue,LAFAYETTE,0755,Rue Lafayette ,13,Rue,075513ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,lafayette,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,lafayette,M,,Inconnu
1637,rue,LAFAYETTE,1930,Rue Lafayette ,15,Rue,193015ru,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,lafayette,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,lafayette,M,,Inconnu
1638,rue,LAFONTAINE,0439,Rue Lafontaine ,20,Rue,043920ru,20,32,BASSENS,1420917.39,4196043.49,0,Bassens,19920310181800,20080925154132,32.0,6978.0,0.0,6978.0,6978.0,2569.0,6.0,12.0,90.0,2677.0,,,,,,lafontaine,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1639,rue,LAFONTAINE,0553,Rue Lafontaine ,25,Rue,055325ru,25,200,LE HAILLAN,1407909.48,4191394.32,0,Le Haillan,19920310181800,20091119174748,200.0,8118.0,37.0,8155.0,8132.0,3040.0,13.0,7.0,82.0,3142.0,,,,,,lafontaine,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1640,ave,LAFONTAINE,0469,Avenue Lafontaine ,3,Avenue,04693av,3,96,CARBONBLANC,1423406.23,4195318.53,0,Carbon-Blanc,19920310181800,20080925154304,96.0,6620.0,0.0,6620.0,6620.0,2567.0,17.0,13.0,62.0,2659.0,,,,,,lafontaine,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1641,rue,LAFONTAINE,1550,Rue Lafontaine ,21,Rue,155021ru,21,522,TALENCE,1415028.63,4184582.36,0,Talence,19920310181800,20080925154556,522.0,37176.0,754.0,37930.0,37207.0,18811.0,103.0,287.0,1596.0,20797.0,,,,,,lafontaine,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1642,imp,LAFONTAINE,5055,Impasse Lafontaine ,18,Impasse,505518im,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,5055,Nansouty Saint-Genès,IMPASSE LAFONTAINE,impasse,505518im,lafontaine,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1643,pass,LAFONTAINE,5060,Passage Lafontaine ,18,Passage,506018pa,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,5060,Nansouty Saint-Genès,PASSAGE LAFONTAINE,passage,506018pa,lafontaine,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1644,rue,LAFONTAINE,5065,Rue Lafontaine ,18,Rue,506518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,5065,Nansouty Saint-Genès,RUE LAFONTAINE,rue,506518ru,lafontaine,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1645,rue,LAFONTAINE,0763,Rue Lafontaine ,13,Rue,076313ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,lafontaine,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1646,ave,LAVOISIER,0459,Avenue Lavoisier ,20,Avenue,045920av,20,32,BASSENS,1420917.39,4196043.49,0,Bassens,19920310181800,20080925154132,32.0,6978.0,0.0,6978.0,6978.0,2569.0,6.0,12.0,90.0,2677.0,,,,,,lavoisier,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,lavoisier,M,,Inconnu
1647,rue,LAVOISIER,1280,Rue Lavoisier ,12,Rue,128012ru,12,39,BEGLES,1418285.76,4183574.06,0,Bègles,19920310181800,20080925154148,39.0,22468.0,73.0,22541.0,22473.0,9684.0,21.0,53.0,550.0,10308.0,,,,,,lavoisier,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,lavoisier,M,,Inconnu
1648,rue,LAVOISIER,0521,Rue Lavoisier ,3,Rue,05213ru,3,96,CARBONBLANC,1423406.23,4195318.53,0,Carbon-Blanc,19920310181800,20080925154304,96.0,6620.0,0.0,6620.0,6620.0,2567.0,17.0,13.0,62.0,2659.0,,,,,,lavoisier,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,lavoisier,M,,Inconnu
1649,rue,LAVOISIER,1580,Rue Lavoisier ,21,Rue,158021ru,21,522,TALENCE,1415028.63,4184582.36,0,Talence,19920310181800,20080925154556,522.0,37176.0,754.0,37930.0,37207.0,18811.0,103.0,287.0,1596.0,20797.0,,,,,,lavoisier,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,lavoisier,M,,Inconnu
1650,rue,LAVOISIER,1295,Rue Lavoisier ,19,Rue,129519ru,19,119,CENON,1420563.36,4190043.75,0,Cenon,19920310181800,20080925154316,119.0,21282.0,131.0,21413.0,21282.0,8721.0,24.0,59.0,388.0,9192.0,,,,,,lavoisier,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,lavoisier,M,,Inconnu
1651,rue,LAVOISIER,0709,Rue Lavoisier ,17,Rue,070917ru,17,449,SAINT MEDARD EN JALLES,1398831.98,4193542.49,0,Saint-Médard-en-Jalles,19920310181800,20091119174748,449.0,25566.0,79.0,25645.0,25566.0,9366.0,47.0,33.0,211.0,9657.0,,,,,,lavoisier,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,lavoisier,M,,Inconnu
1652,rue,LAVOISIER,1980,Rue Lavoisier ,15,Rue,198015ru,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,lavoisier,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,lavoisier,M,,Inconnu
1653,rue,LAVOISIER,1602,Rue Lavoisier ,16,Rue,160216ru,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,lavoisier,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,lavoisier,M,,Inconnu
1654,pce,MEIGNAN,0518,Place Meignan ,20,Place,051820pl,20,32,BASSENS,1420917.39,4196043.49,0,Bassens,19920310181800,20080925154132,32.0,6978.0,0.0,6978.0,6978.0,2569.0,6.0,12.0,90.0,2677.0,,,,,,meignan,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1655,rue,DE MEIGNAN,0519,Rue de Meignan ,20,Rue,051920ru,20,32,BASSENS,1420917.39,4196043.49,0,Bassens,19920310181800,20080925154132,32.0,6978.0,0.0,6978.0,6978.0,2569.0,6.0,12.0,90.0,2677.0,,,,,,meignan,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1656,chem,DE GUERLANDE,0320197,Chemin de Guerlande ,20,Chemin,032019720ch,20,32,BASSENS,1420917.39,4196043.49,0,Bassens,19920310181800,20080925154132,32.0,6978.0,0.0,6978.0,6978.0,2569.0,6.0,12.0,90.0,2677.0,,,,,,guerlande,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1657,rue,DE L'EOLIENNE,5000,Rue de l'Eolienne ,20,Rue,500020ru,20,32,BASSENS,1420917.39,4196043.49,0,Bassens,19920310181800,20080925154132,32.0,6978.0,0.0,6978.0,6978.0,2569.0,6.0,12.0,90.0,2677.0,,,,,,l'eolienne,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1658,rue,DE LA CHENAIE,0287,Rue de la Chenaie ,20,Rue,028720ru,20,32,BASSENS,1420917.39,4196043.49,0,Bassens,19920310181800,20080925154132,32.0,6978.0,0.0,6978.0,6978.0,2569.0,6.0,12.0,90.0,2677.0,,,,,,chenaie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1659,rue,DE LA CHENAIE,0403,Rue de la Chenaie ,25,Rue,040325ru,25,200,LE HAILLAN,1407909.48,4191394.32,0,Le Haillan,19920310181800,20091119174748,200.0,8118.0,37.0,8155.0,8132.0,3040.0,13.0,7.0,82.0,3142.0,,,,,,chenaie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1660,rue,DE LA CHENAIE,4601,Rue de la Chenaie ,14,Rue,460114ru,14,192,GRADIGNAN,1412269.47,4180306.34,0,Gradignan,19920310181800,20080925154356,192.0,21533.0,1040.0,22573.0,22191.0,9199.0,62.0,136.0,416.0,9813.0,,,,,,chenaie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1661,all,LA CHENAIE,0895,Allée la Chenaie ,15,Allée,089515al,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,chenaie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1662,all,LA CHENAIE,0641,Allée la Chenaie ,16,Allée,064116al,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,chenaie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1663,ave,DE LA CHENAIE,2730028,Avenue de la Chenaie,29,Avenue,273002829av,29,273,MARTIGNASSUR JALLE,1398682.13,4190163.48,0,Martignas-sur-Jalle,20130306151112,20130507130820,,,,,,,,,,,,,,,,chenaie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1664,imp,LAGRANGE,0444,Impasse Lagrange ,20,Impasse,044420im,20,32,BASSENS,1420917.39,4196043.49,0,Bassens,19920310181800,20080925154132,32.0,6978.0,0.0,6978.0,6978.0,2569.0,6.0,12.0,90.0,2677.0,,,,,,lagrange,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1665,rue,LAGRANGE,5080,Rue Lagrange ,18,Rue,508018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,5080,Chartrons Grand-Parc Jardin Public,RUE LAGRANGE,rue,508018ru,lagrange,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1666,imp,FLEURETTE,0348,Impasse Fleurette ,20,Impasse,034820im,20,32,BASSENS,1420917.39,4196043.49,0,Bassens,19920310181800,20080925154132,32.0,6978.0,0.0,6978.0,6978.0,2569.0,6.0,12.0,90.0,2677.0,,,,,,fleurette,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1667,rue,FLEURETTE,0399,Rue Fleurette ,3,Rue,03993ru,3,96,CARBONBLANC,1423406.23,4195318.53,0,Carbon-Blanc,19920310181800,20080925154304,96.0,6620.0,0.0,6620.0,6620.0,2567.0,17.0,13.0,62.0,2659.0,,,,,,fleurette,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1668,rue,ABADIE,0010,Rue Abadie ,12,Rue,001012ru,12,39,BEGLES,1418285.76,4183574.06,0,Bègles,19920310181800,20080925154148,39.0,22468.0,73.0,22541.0,22473.0,9684.0,21.0,53.0,550.0,10308.0,,,,,,abadie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1669,ave,ABADIE,0005,Avenue Abadie ,18,Avenue,000518av,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0005,Bastide,AVENUE ABADIE,avenue,000518av,abadie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1670,imp,BABY,0250,Impasse Baby ,12,Impasse,025012im,12,39,BEGLES,1418285.76,4183574.06,0,Bègles,19920310181800,20080925154148,39.0,22468.0,73.0,22541.0,22473.0,9684.0,21.0,53.0,550.0,10308.0,,,,,,baby,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1671,chem,BARBEDEGAT,0260,Chemin Barbedegat ,12,Chemin,026012ch,12,39,BEGLES,1418285.76,4183574.06,0,Bègles,19920310181800,20080925154148,39.0,22468.0,73.0,22541.0,22473.0,9684.0,21.0,53.0,550.0,10308.0,,,,,,barbedegat,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1672,rue,BEAUFORT,0280,Rue Beaufort ,12,Rue,028012ru,12,39,BEGLES,1418285.76,4183574.06,0,Bègles,19920310181800,20080925154148,39.0,22468.0,73.0,22541.0,22473.0,9684.0,21.0,53.0,550.0,10308.0,,,,,,beaufort,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1673,rue,BERNARD,0310,Rue Bernard ,12,Rue,031012ru,12,39,BEGLES,1418285.76,4183574.06,0,Bègles,19920310181800,20080925154148,39.0,22468.0,73.0,22541.0,22473.0,9684.0,21.0,53.0,550.0,10308.0,,,,,,bernard,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1674,pass,BERNARD,0328,Passage Bernard ,16,Passage,032816pa,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,bernard,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1675,imp,BERTHELOT,0321,Impasse Berthelot ,12,Impasse,032112im,12,39,BEGLES,1418285.76,4183574.06,0,Bègles,19920310181800,20080925154148,39.0,22468.0,73.0,22541.0,22473.0,9684.0,21.0,53.0,550.0,10308.0,,,,,,berthelot,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,berthelot,M,,Inconnu
1676,rue,BERTHELOT,0320,Rue Berthelot ,12,Rue,032012ru,12,39,BEGLES,1418285.76,4183574.06,0,Bègles,19920310181800,20080925154148,39.0,22468.0,73.0,22541.0,22473.0,9684.0,21.0,53.0,550.0,10308.0,,,,,,berthelot,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,berthelot,M,,Inconnu
1677,rue,BERTHELOT,0163,Rue Berthelot ,17,Rue,016317ru,17,449,SAINT MEDARD EN JALLES,1398831.98,4193542.49,0,Saint-Médard-en-Jalles,19920310181800,20091119174748,449.0,25566.0,79.0,25645.0,25566.0,9366.0,47.0,33.0,211.0,9657.0,,,,,,berthelot,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,berthelot,M,,Inconnu
1678,rue,BERTHELOT,0430,Rue Berthelot ,15,Rue,043015ru,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,berthelot,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,berthelot,M,,Inconnu
1679,rue,DE BITCHE,0330,Rue de Bitche ,12,Rue,033012ru,12,39,BEGLES,1418285.76,4183574.06,0,Bègles,19920310181800,20080925154148,39.0,22468.0,73.0,22541.0,22473.0,9684.0,21.0,53.0,550.0,10308.0,,,,,,bitche,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1680,chem,BONNEVIE,0340,Chemin Bonnevie ,12,Chemin,034012ch,12,39,BEGLES,1418285.76,4183574.06,0,Bègles,19920310181800,20080925154148,39.0,22468.0,73.0,22541.0,22473.0,9684.0,21.0,53.0,550.0,10308.0,,,,,,bonnevie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1681,rue,BOUTEILLEY,0350,Rue Bouteilley ,12,Rue,035012ru,12,39,BEGLES,1418285.76,4183574.06,0,Bègles,19920310181800,20080925154148,39.0,22468.0,73.0,22541.0,22473.0,9684.0,21.0,53.0,550.0,10308.0,,,,,,bouteilley,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1682,all,BOYER,0355,Allée Boyer ,12,Allée,035512al,12,39,BEGLES,1418285.76,4183574.06,0,Bègles,19920310181800,20080925154148,39.0,22468.0,73.0,22541.0,22473.0,9684.0,21.0,53.0,550.0,10308.0,,,,,,boyer,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1683,rue,BOYER,1190,Rue Boyer ,18,Rue,119018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1190,Saint Augustin Tauzin Alphonse Dupeux,RUE BOYER,rue,119018ru,boyer,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1684,pce,BRANLY,0360,Place Branly ,12,Place,036012pl,12,39,BEGLES,1418285.76,4183574.06,0,Bègles,19920310181800,20080925154148,39.0,22468.0,73.0,22541.0,22473.0,9684.0,21.0,53.0,550.0,10308.0,,,,,,branly,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,branly,M,,Inconnu
1685,ave,BRANLY,0016,Avenue Branly ,5,Avenue,00165av,5,4,AMBES,1420200.6,4206934.78,0,Ambès,19920310181800,20080925154052,4.0,2824.0,0.0,2824.0,2824.0,1002.0,4.0,10.0,75.0,1091.0,,,,,,branly,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,branly,M,,Inconnu
1686,all,BRANLY,0335,Allée Branly ,3,Allée,03353al,3,96,CARBONBLANC,1423406.23,4195318.53,0,Carbon-Blanc,19920310181800,20080925154304,96.0,6620.0,0.0,6620.0,6620.0,2567.0,17.0,13.0,62.0,2659.0,,,,,,branly,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,branly,M,,Inconnu
1687,rue,BRANLY,0170,Rue Branly ,19,Rue,017019ru,19,119,CENON,1420563.36,4190043.75,0,Cenon,19920310181800,20080925154316,119.0,21282.0,131.0,21413.0,21282.0,8721.0,24.0,59.0,388.0,9192.0,,,,,,branly,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,branly,M,,Inconnu
1688,rue,BRANLY,0580,Rue Branly ,15,Rue,058015ru,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,branly,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,branly,M,,Inconnu
1689,rue,BRANLY,0440,Rue Branly ,16,Rue,044016ru,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,branly,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,branly,M,,Inconnu
1690,rue,BRIGNET,0361,Rue Brignet ,12,Rue,036112ru,12,39,BEGLES,1418285.76,4183574.06,0,Bègles,19920310181800,20080925154148,39.0,22468.0,73.0,22541.0,22473.0,9684.0,21.0,53.0,550.0,10308.0,,,,,,brignet,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1691,pass,BROUSTERA,0363,Passage Broustera ,12,Passage,036312pa,12,39,BEGLES,1418285.76,4183574.06,0,Bègles,19920310181800,20080925154148,39.0,22468.0,73.0,22541.0,22473.0,9684.0,21.0,53.0,550.0,10308.0,,,,,,broustera,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1692,chem,DU BROUSTERA,0369,Chemin du Broustera ,25,Chemin,036925ch,25,200,LE HAILLAN,1407909.48,4191394.32,0,Le Haillan,19920310181800,20091119174748,200.0,8118.0,37.0,8155.0,8132.0,3040.0,13.0,7.0,82.0,3142.0,,,,,,broustera,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
1693,rue,BRUN,0365,Rue Brun ,12,Rue,036512ru,12,39,BEGLES,1418285.76,4183574.06,0,Bègles,19920310181800,20080925154148,39.0,22468.0,73.0,22541.0,22473.0,9684.0,21.0,53.0,550.0,10308.0,,,,,,brun,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
